涨停日期,股票代码,买入价,卖出价,盈亏,买入日期开盘涨跌幅,买入日期收盘涨跌幅,卖出日期开盘涨跌幅,卖出日期收盘涨跌幅,盈亏比例,总数,排名,涨跌幅区间,凯莉公式仓位,胜率,仓位
2025-01-07,301606,40.4,41.93,1.5300000000000011,1.994445847008329,17.142135824286793,-2.6724137931034524,-9.63362068965517,3.7871287128712896,14,7,"[1, 2)",0.5503670763723387,0.6842105263157895,0.5503670763723387
2025-01-07,301606,41.0,42.53,1.5300000000000011,1.9646854016413808,16.886346679930362,-2.63829787234043,-9.510638297872338,3.731707317073173,14,8,"[1, 2)",0.39525520480357657,0.6,0.39525520480357657
2025-01-08,300715,10.99,9.5,-1.4900000000000002,12.833675564681725,20.02053388090348,-9.751924721984592,-18.73396065012831,-13.557779799818018,6,1,"[12, 13)",-0.20662294728084452,0.2857142857142857,0.0
2025-01-08,300715,10.99,9.5,-1.4900000000000002,12.833675564681725,20.02053388090348,-9.751924721984592,-18.73396065012831,-13.557779799818018,6,1,"[12, 13)",-0.20662294728084452,0.2857142857142857,0.0
2025-01-08,301001,37.02,39.85,2.8299999999999983,1.5080888401425947,20.208390457910625,-1.505474452554753,-9.101277372262778,7.644516477579681,6,3,"[1, 2)",-0.2955766076699239,0.3125,0.0
2025-01-08,301001,37.39,40.22,2.8299999999999983,1.4929424538544982,20.00542888165037,-1.49287491517757,-9.025107441755264,7.568868681465628,6,4,"[1, 2)",0.1501209731559458,0.5,0.1501209731559458
2025-01-08,301187,28.89,26.46,-2.43,-5.711488250652741,-1.2728459530026128,-4.49586776859504,-12.528925619834707,-8.411214953271026,6,6,"[-6, -5)",-3.524466579659256,0.3333333333333333,0.0
2025-01-08,301187,41.0,37.61,-3.390000000000001,-5.616942909760585,-1.2430939226519315,-4.428904428904426,-12.33100233100233,-8.26829268292683,6,5,"[-6, -5)",-inf,0.0,0.0
2025-01-09,300822,24.37,22.99,-1.3800000000000026,3.3502968617472555,7.972858354537755,-8.483896307934016,-9.701492537313442,-5.662700041034069,12,7,"[3, 4)",-0.015844588359372802,0.42857142857142855,0.0
2025-01-09,300822,24.47,23.09,-1.379999999999999,3.336148648648645,7.939189189189184,-8.450704225352114,-9.66353677621283,-5.6395586432366125,12,8,"[3, 4)",-0.12430779606339709,0.42857142857142855,0.0
2025-01-09,301000,28.8,29.11,0.3099999999999987,2.055279943302629,12.57973068745571,-6.043437204910287,-8.372678627636136,1.0763888888888844,12,9,"[2, 3)",0.5432432304232035,0.7333333333333333,0.5432432304232035
2025-01-09,301000,29.0,29.31,0.3099999999999987,2.040816326530606,12.491203377902876,-6.005630278385982,-8.320300281513921,1.068965517241375,12,10,"[2, 3)",,1.0,0.0
2025-01-09,301176,19.3,17.46,-1.84,0.8359456635318712,-5.956112852664579,-6.50000000000001,-2.999999999999996,-9.533678756476682,12,11,"[0, 1)",0.024580153353214063,0.5384615384615384,0.024580153353214063
2025-01-09,301176,19.3,17.46,-1.84,0.8359456635318712,-5.956112852664579,-6.50000000000001,-2.999999999999996,-9.533678756476682,12,11,"[0, 1)",0.024580153353214063,0.5384615384615384,0.024580153353214063
2025-01-09,301366,37.57,31.0,-6.57,8.084004602991952,-5.92635212888376,-4.06727828746178,-5.198776758409794,-17.487356933723717,12,1,"[8, 9)",0.28182171334994316,0.5652173913043478,0.28182171334994316
2025-01-09,301366,52.88,43.7,-9.18,8.006535947712422,-5.8823529411764754,-4.036458333333332,-5.164930555555546,-17.36006051437216,12,2,"[8, 9)",-0.17162591848348885,0.4,0.0
2025-01-09,301377,25.48,21.04,-4.440000000000001,6.0782681099084135,-7.2439633638634415,-4.398563734290845,-5.56552962298026,-17.425431711146004,12,3,"[6, 7)",-0.32667223576690857,0.26666666666666666,0.0
2025-01-09,301377,25.76,21.32,-4.440000000000001,6.0082304526749,-7.160493827160503,-4.343971631205676,-5.496453900709213,-17.2360248447205,12,4,"[6, 7)",-1.1254751432883818,0.2,0.0
2025-01-09,301628,86.49,91.13,4.640000000000001,4.02934808756314,6.001924464758233,-6.240780664926813,3.4040621808691705,5.364782055728988,12,5,"[4, 5)",0.0013442440594768068,0.35294117647058826,0.0013442440594768068
2025-01-09,301628,86.89,91.53,4.640000000000001,4.010055063442655,5.973186497486227,-6.212583305094318,3.3886818027787187,5.340085165151341,12,6,"[4, 5)",,1.0,0.0
2025-01-10,301511,15.0,16.24,1.2399999999999984,2.9512697323266965,9.059711736444752,0.5663939584644421,2.202643171806154,8.266666666666657,2,1,"[2, 3)",0.4624995506033597,0.5882352941176471,0.4624995506033597
2025-01-10,301511,15.0,16.24,1.2399999999999984,2.9512697323266965,9.059711736444752,0.5663939584644421,2.202643171806154,8.266666666666657,2,1,"[2, 3)",0.4624995506033597,0.5882352941176471,0.4624995506033597
2025-01-13,300307,8.77,8.48,-0.2899999999999991,3.541912632821711,15.46635182998818,-20.245398773006134,-13.292433537832302,-3.306727480045601,2,1,"[3, 4)",0.21326002538911432,0.42857142857142855,0.21326002538911432
2025-01-13,300307,8.87,8.58,-0.2899999999999991,3.500583430571749,15.285880980163366,-20.04048582995952,-13.15789473684211,-3.269447576099201,2,2,"[3, 4)",-0.049126794511282657,0.29411764705882354,0.0
2025-01-14,300007,27.96,27.69,-0.2699999999999996,5.191873589164795,6.696764484574873,1.5514809590973246,-2.362482369534549,-0.9656652360515008,22,9,"[5, 6)",0.14586629832898368,0.5,0.14586629832898368
2025-01-14,300007,28.0,27.73,-0.2699999999999996,5.184072126220882,6.686701728024033,1.549295774647892,-2.3591549295774583,-0.9642857142857127,22,10,"[5, 6)",-inf,0.0,0.0
2025-01-14,300058,7.14,6.99,-0.1499999999999994,2.8818443804034475,4.322766570605185,-2.4861878453038755,-3.4530386740331496,-2.1008403361344463,22,14,"[2, 3)",-inf,0.0,0.0
2025-01-14,300058,10.0,9.79,-0.2100000000000008,2.9866117404737293,4.428424304840368,-2.564102564102562,-3.45167652859962,-2.1000000000000085,22,13,"[2, 3)",-inf,0.0,0.0
2025-01-14,300071,6.1,6.1,0.0,18.21705426356588,19.961240310077525,-0.6462035541195482,-1.4539579967689942,0.0,22,3,"[18, 19)",,0.0,0.0
2025-01-14,300071,6.1,6.1,0.0,18.21705426356588,19.961240310077525,-0.6462035541195482,-1.4539579967689942,0.0,22,3,"[18, 19)",,0.0,0.0
2025-01-14,300085,41.49,44.99,3.5,-0.5274514504914861,3.883960680891866,1.5693514885760436,3.83106392799447,8.435767654856592,22,21,"[-1, 0)",,1.0,0.0
2025-01-14,300085,41.49,44.99,3.5,-0.5274514504914861,3.883960680891866,1.5693514885760436,3.83106392799447,8.435767654856592,22,21,"[-1, 0)",,1.0,0.0
2025-01-14,300380,52.95,54.95,2.0,2.5765207283998555,1.4529252227818674,1.966774871109416,4.9264846286041735,3.777148253068933,22,15,"[2, 3)",0.5291128047186662,0.7142857142857143,0.5291128047186662
2025-01-14,300380,53.0,55.0,2.0,2.5740274820979256,1.4515192568221404,1.9648988935520817,4.921785578023652,3.7735849056603774,22,16,"[2, 3)",,1.0,0.0
2025-01-14,300521,20.25,19.6,-0.6499999999999986,1.25,-2.3499999999999943,0.5120327700972753,0.3584229390681018,-3.20987654320987,22,17,"[1, 2)",0.03287711778240049,0.5,0.03287711778240049
2025-01-14,300521,20.29,19.64,-0.6499999999999986,1.2475049900199602,-2.345309381237519,0.5109862033725162,0.3576903423607577,-3.2035485460818065,22,18,"[1, 2)",0.650540300921563,0.75,0.650540300921563
2025-01-14,300539,13.03,11.7,-1.33,7.419620774938157,0.4946413849958674,-1.968826907301068,-4.019688269073013,-10.207214121258636,22,5,"[7, 8)",0.3146882643503698,0.5454545454545454,0.3146882643503698
