代码,名称,涨跌幅,最新价,换手率,成交额(百万),流通市值(百万),总市值(百万),封板资金(百万),首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
300551,古鳌科技,20.039,12.22,23.557,981.154,4213.003,4225.101,78.217,9:30,9:49,1,1/1,1,计算机设
300066,三川智慧,20.087,5.5,19.765,1051.116,5532.507,5720.183,111.989,10:05,10:05,0,1/1,1,仪器仪表
300600,国瑞科技,20.014,16.73,22.488,887.003,4120.211,4922.543,114.141,10:11,10:11,0,1/1,1,船舶制造
300226,上海钢联,19.991,28.21,25.579,2109.955,8642.293,8991.131,84.148,10:26,11:28,1,1/1,1,互联网服
300631,久吾高科,20.017,28.96,18.678,606.714,3492.691,3621.258,47.292,11:09,11:09,0,1/1,1,环保行业
