代码,名称,涨跌幅,最新价,换手率,成交额(百万),流通市值(百万),总市值(百万),封板资金(百万),首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
301038,深水规院,20.017,27.82,7.548,453.038,6206.086,6206.086,76.929,9:32,9:34,1,3/3,3,工程建设
300564,筑博设计,19.99,25.03,38.96,1054.78,2833.28,4037.719,8.027,9:32,14:38,2,3/3,3,工程咨询
300877,金春股份,20.011,20.93,10.406,244.961,2511.578,2511.6,50.838,10:20,10:20,0,1/1,1,纺织服装
300955,嘉亨家化,20.011,22.85,26.249,326.904,1344.639,2303.28,25.798,14:04,14:48,3,1/1,1,美容护理
300158,振东制药,19.959,5.89,16.676,911.413,5904.944,5921.333,88.31,14:50,14:50,0,1/1,1,化学制药
