代码,名称,涨跌幅,最新价,换手率,成交额(百万),流通市值(百万),总市值(百万),封板资金(百万),首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
300877,金春股份,20.019,25.12,10.017,287.54,3014.374,3014.4,87.553,9:33,9:33,0,2/2,2,纺织服装
301217,铜冠铜箔,20.02,23.44,27.006,1381.35,5368.124,19432.125,52.805,9:50,9:50,0,1/1,1,电子元件
300086,康芝药业,20.0,7.56,23.719,746.428,3331.56,3440.741,124.211,9:51,9:51,0,1/1,1,化学制药
300539,横河精密,19.976,19.76,17.664,560.959,3398.877,4402.532,47.72,10:49,10:49,0,1/1,1,塑料制品
300189,神农种业,19.956,5.47,53.676,2435.606,4847.774,5601.28,109.461,10:58,14:29,1,1/1,1,农牧饲渔
300528,幸福蓝海,20.017,14.27,13.542,677.618,5317.117,5317.117,83.364,13:19,13:19,0,1/1,1,文化传媒
300122,智飞生物,20.01,24.77,11.399,3751.44,35032.366,59294.172,140.418,13:21,13:59,4,1/1,1,生物制品
301038,深水规院,19.986,33.38,20.467,1387.607,7446.41,7446.41,10.465,14:52,14:54,2,4/4,4,工程建设
