代码,名称,涨跌幅,最新价,换手率,成交额(百万),流通市值(百万),总市值(百万),封板资金(百万),首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
301012,扬电科技,20.021,23.14,3.924,142.421,3629.027,4557.658,172.665,9:25,9:25,0,1/1,1,电网设备
300950,德固特,20.0,35.4,27.96,844.047,3199.267,5397.792,41.916,10:02,10:54,1,3/2,1,专用设备
300819,聚杰微纤,20.017,28.18,9.354,331.296,3797.6,4204.597,90.718,10:40,10:40,0,1/1,1,纺织服装
