代码,名称,涨跌幅,最新价,换手率,成交额(百万),流通市值(百万),总市值(百万),封板资金(百万),首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
300283,温州宏丰,20.028,8.63,29.061,739.723,2653.921,3773.747,123.492,9:54,9:54,0,1/1,1,电网设备
300631,久吾高科,20.007,33.65,24.131,913.408,4058.323,4207.711,98.49,10:22,10:22,0,1/1,1,环保行业
300588,熙菱信息,20.013,18.77,21.434,665.689,3318.95,3593.911,137.773,13:10,13:10,0,1/1,1,软件开发
