代码,名称,涨跌幅,最新价,换手率,成交额(百万),流通市值(百万),总市值(百万),封板资金(百万),首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
300528,幸福蓝海,20.0,17.58,5.295,346.795,6550.45,6550.449,180.27,9:30,9:30,0,3/2,1,文化传媒
300322,硕贝德,20.0,18.9,39.038,3097.13,8338.757,8709.336,8.77,10:44,14:56,3,1/1,1,消费电子
301200,大族数控,19.993,69.14,25.967,1026.514,4306.463,29419.703,35.865,13:24,14:20,3,1/1,1,专用设备
301217,铜冠铜箔,20.0,25.08,10.826,2045.625,20791.71,20791.71,4.191,13:32,14:38,8,3/2,1,电子元件
