date,Open,Close,High,Low,Volume,amount,code,MA5,MA10,MA20,MA60
2025-05-16,18.42,18.49,18.79,18.3,23857.0,44446352.0,300752.SZ,,,,
2025-05-19,18.46,18.65,18.88,18.13,33242.0,61614192.0,300752.SZ,,,,
2025-05-20,18.65,18.76,18.8,18.28,31729.0,59022332.0,300752.SZ,,,,
2025-05-21,18.83,18.24,18.9,18.15,38365.0,70542352.0,300752.SZ,,,,
2025-05-22,18.22,17.89,18.45,17.82,28695.0,51825496.0,300752.SZ,18.406,,,
2025-05-23,17.76,18.01,18.45,17.56,43935.0,79094920.0,300752.SZ,18.310000000000002,,,
2025-05-26,17.86,18.11,18.15,17.8,20763.0,37382292.0,300752.SZ,18.201999999999998,,,
2025-05-27,18.0,17.66,18.11,17.6,24753.0,43929452.0,300752.SZ,17.982000000000003,,,
2025-05-28,17.8,17.48,17.86,17.38,27969.0,49064896.0,300752.SZ,17.830000000000002,,,
2025-05-29,17.48,17.85,17.85,17.48,34968.0,61826800.0,300752.SZ,17.822,18.113999999999997,,
2025-05-30,17.84,17.31,18.37,17.15,68198.0,120689784.0,300752.SZ,17.682,17.996,,
2025-06-03,17.16,18.05,18.71,17.16,92662.0,167303424.0,300752.SZ,17.67,17.936,,
2025-06-04,17.94,18.83,19.22,17.7,131307.0,245666912.0,300752.SZ,17.904,17.943,,
2025-06-05,18.75,19.48,19.61,18.6,110577.0,212025440.0,300752.SZ,18.304,18.067,,
2025-06-06,19.85,19.13,19.85,19.02,64559.0,124873216.0,300752.SZ,18.56,18.191,,
2025-06-09,19.14,20.2,20.35,18.9,134182.0,263684784.0,300752.SZ,19.137999999999998,18.41,,
2025-06-10,19.96,20.49,21.13,19.77,182750.0,374353920.0,300752.SZ,19.625999999999998,18.648,,
2025-06-11,21.21,22.19,22.98,20.77,220559.0,487858848.0,300752.SZ,20.298,19.101,,
2025-06-12,21.85,21.87,22.8,21.74,139884.0,308267136.0,300752.SZ,20.776,19.54,,
2025-06-13,21.88,21.69,21.89,21.33,78326.0,169156400.0,300752.SZ,21.288,19.924,19.019,
2025-06-16,21.51,21.49,22.1,21.36,72727.0,157348384.0,300752.SZ,21.546,20.342000000000002,19.169,
2025-06-17,21.48,21.37,22.1,21.23,76236.0,164555584.0,300752.SZ,21.722,20.674,19.305,
2025-06-18,21.37,21.9,21.99,21.16,76556.0,165978480.0,300752.SZ,21.664,20.981,19.462,
2025-06-19,21.81,21.48,22.5,21.37,78167.0,171065728.0,300752.SZ,21.586000000000002,21.181,19.624000000000002,
2025-06-20,21.36,21.62,22.01,21.28,56741.0,122921384.0,300752.SZ,21.572,21.43,19.8105,
2025-06-23,21.4,21.73,22.08,21.19,59679.0,129265904.0,300752.SZ,21.62,21.583000000000002,19.996499999999997,
2025-06-24,22.08,21.8,22.72,21.55,85221.0,187763632.0,300752.SZ,21.706,21.714000000000002,20.181,
2025-06-25,21.69,21.88,22.12,21.55,74669.0,162927744.0,300752.SZ,21.701999999999998,21.683,20.392,
2025-06-26,21.81,22.07,22.55,21.56,77512.0,170918944.0,300752.SZ,21.82,21.703,20.621499999999997,
2025-06-27,22.46,21.9,22.95,21.0,166022.0,359771296.0,300752.SZ,21.875999999999998,21.724,20.824,
2025-06-30,21.83,22.48,22.66,21.83,110391.0,245087232.0,300752.SZ,22.026,21.823,21.082500000000003,
2025-07-01,22.38,21.98,22.45,21.8,60743.0,134076344.0,300752.SZ,22.062,21.883999999999997,21.279,
2025-07-02,21.96,21.84,22.0,21.5,50115.0,108864208.0,300752.SZ,22.054000000000002,21.878,21.4295,
2025-07-03,22.28,21.99,22.44,21.7,95991.0,211663248.0,300752.SZ,22.038,21.929,21.555,
2025-07-04,21.88,21.48,22.09,21.41,67377.0,145871696.0,300752.SZ,21.954,21.915,21.6725,
2025-07-07,21.62,21.85,22.25,21.26,63067.0,137721152.0,300752.SZ,21.828,21.927,21.755000000000003,
2025-07-08,21.85,22.05,22.2,21.69,68703.0,150821904.0,300752.SZ,21.842000000000002,21.951999999999998,21.833000000000002,
2025-07-09,22.1,21.31,22.12,21.03,111416.0,240338592.0,300752.SZ,21.735999999999997,21.895,21.789,
2025-07-10,21.57,20.55,21.57,20.45,86363.0,179647776.0,300752.SZ,21.448,21.743000000000002,21.723,
2025-07-11,20.55,20.33,20.63,20.3,56484.0,115181552.0,300752.SZ,21.218,21.586,21.655,
2025-07-14,20.33,20.32,20.4,20.09,36270.0,73624024.0,300752.SZ,20.912,21.369999999999997,21.5965,
2025-07-15,20.27,20.15,20.44,19.98,54925.0,111059168.0,300752.SZ,20.532,21.186999999999998,21.5355,
2025-07-16,20.3,20.05,20.39,20.0,45115.0,91039200.0,300752.SZ,20.28,21.008000000000003,21.443,
2025-07-17,20.0,20.07,20.25,19.96,82204.0,165035920.0,300752.SZ,20.183999999999997,20.816,21.3725,
2025-07-18,20.21,19.34,20.27,19.09,156330.0,306801568.0,300752.SZ,19.986,20.602,21.258499999999998,
2025-07-21,19.43,19.48,19.63,19.26,80549.0,156378528.0,300752.SZ,19.818,20.365,21.145999999999997,
2025-07-22,19.48,19.29,19.55,19.1,61325.0,118703976.0,300752.SZ,19.645999999999997,20.089000000000002,21.020500000000002,
2025-07-23,19.19,19.15,19.38,19.08,48351.0,92928520.0,300752.SZ,19.466,19.872999999999998,20.884,
2025-07-24,19.2,19.18,19.36,19.1,56398.0,108270568.0,300752.SZ,19.288,19.735999999999997,20.7395,
2025-07-25,19.18,19.41,19.48,19.11,64182.0,124052544.0,300752.SZ,19.302,19.644,20.615000000000002,
2025-07-28,19.52,20.26,20.55,19.52,164043.0,327175168.0,300752.SZ,19.458,19.638,20.503999999999998,
2025-07-29,20.2,20.04,20.2,19.84,83948.0,167645824.0,300752.SZ,19.608,19.627000000000002,20.407,
2025-07-30,20.05,19.72,20.1,19.48,68138.0,134217904.0,300752.SZ,19.722,19.594,20.301,
2025-07-31,19.69,19.63,19.93,19.55,59722.0,117880392.0,300752.SZ,19.812,19.55,20.183,
2025-08-01,19.64,19.68,19.97,19.48,54943.0,108347216.0,300752.SZ,19.866000000000003,19.584,20.093,
2025-08-04,19.48,19.58,19.69,19.33,47378.0,92697528.0,300752.SZ,19.73,19.594,19.979499999999998,
2025-08-05,19.58,19.96,20.15,19.55,80144.0,158989632.0,300752.SZ,19.714,19.660999999999998,19.875,
2025-08-06,19.85,20.18,20.25,19.77,76854.0,154279680.0,300752.SZ,19.806,19.764000000000003,19.818499999999997,
2025-08-07,20.23,20.28,20.63,20.0,91972.0,186597280.0,300752.SZ,19.936,19.874000000000002,19.805,
2025-08-08,20.25,20.1,20.37,20.01,49769.0,100253248.0,300752.SZ,20.02,19.943,19.7935,20.15583333333333
2025-08-11,20.06,24.12,24.12,20.01,380253.0,853882752.0,300752.SZ,20.928000000000004,20.329,19.9835,20.249666666666666
2025-08-12,24.6,23.95,25.11,23.49,319350.0,765331712.0,300752.SZ,21.726,20.72,20.1735,20.338
