日期,开盘,最高,最低,收盘,成交量,成交额,股票代码
2024-02-19,21.03,21.99,21.03,21.66,11905.0,25625270.0,300946
2024-02-20,21.46,21.91,21.06,21.53,7539.0,16147865.0,300946
2024-02-21,21.36,22.69,21.36,21.87,11121.0,24643002.0,300946
2024-02-22,21.58,22.65,21.58,22.61,9323.0,20805742.0,300946
2024-02-23,22.8,23.84,22.4,23.64,10553.0,24471990.0,300946
2024-02-26,25.5,28.37,25.45,28.37,42902.0,115588912.0,300946
2024-02-27,29.51,32.45,28.4,28.86,67233.0,200669936.0,300946
2024-02-28,28.38,28.38,25.4,25.44,48503.0,132140784.0,300946
2024-02-29,24.72,26.83,24.66,26.71,34036.0,88417472.0,300946
2024-03-01,26.69,27.38,26.28,26.74,25024.0,67057212.0,300946
2024-03-04,26.51,26.65,25.58,26.1,19249.0,50143944.0,300946
2024-03-05,26.1,26.29,25.38,25.5,13790.0,35466200.0,300946
2024-03-06,25.43,26.45,25.21,26.01,15791.0,41039696.0,300946
2024-03-07,26.5,27.2,26.19,26.21,23966.0,64090312.0,300946
2024-03-08,26.02,26.47,25.6,26.08,13252.0,34365280.0,300946
2024-03-11,26.03,26.22,25.49,26.05,16449.0,42380744.0,300946
2024-03-12,26.15,26.65,26.03,26.65,16264.0,42887432.0,300946
2024-03-13,26.7,26.7,26.11,26.48,11526.0,30423858.0,300946
2024-03-14,26.51,27.26,25.88,26.2,14419.0,38358048.0,300946
2024-03-15,26.47,26.86,26.1,26.74,12071.0,31952288.0,300946
2024-03-18,27.01,27.2,26.6,27.17,14544.0,39176224.0,300946
2024-03-19,27.17,27.3,26.9,26.91,10599.0,28736460.0,300946
2024-03-20,26.91,27.41,26.82,27.39,14122.0,38324784.0,300946
2024-03-21,28.24,28.24,26.68,27.09,26846.0,73565160.0,300946
2024-03-22,27.45,27.78,26.24,26.6,17834.0,47763512.0,300946
2024-03-25,26.24,26.65,25.52,25.52,12495.0,32639184.0,300946
2024-03-26,25.39,25.91,24.99,25.53,13365.0,34080556.0,300946
2024-03-27,25.55,25.77,24.71,24.8,9253.0,23330156.0,300946
2024-03-28,24.59,25.62,24.59,25.2,10120.0,25596708.0,300946
2024-03-29,25.27,25.79,25.06,25.45,6479.0,16458665.0,300946
2024-04-01,25.51,25.98,25.46,25.93,7553.0,19493194.0,300946
2024-04-02,25.96,26.13,25.49,25.83,8642.0,22325862.0,300946
2024-04-03,25.96,25.99,25.28,25.4,6494.0,16535345.0,300946
2024-04-08,25.22,25.22,24.43,24.5,7279.0,18045852.0,300946
2024-04-09,24.54,24.95,24.31,24.92,6287.0,15558169.0,300946
2024-04-10,25.49,29.79,25.49,27.79,53236.0,145314816.0,300946
2024-04-11,26.85,27.45,26.02,26.82,40247.0,107342456.0,300946
2024-04-12,26.48,27.7,26.25,26.64,26737.0,71545424.0,300946
2024-04-15,26.76,28.03,26.37,28.03,41961.0,114137216.0,300946
2024-04-16,27.78,27.79,22.45,23.6,38586.0,94549640.0,300946
2024-04-17,24.12,25.19,24.12,24.95,22439.0,55666620.0,300946
2024-04-18,24.84,25.3,23.75,24.0,23055.0,56054472.0,300946
2024-04-19,24.36,24.5,23.48,23.57,14039.0,33257532.0,300946
2024-04-22,23.3,23.58,22.33,23.06,13187.0,30437834.0,300946
2024-04-23,22.98,24.65,22.98,24.24,20598.0,49712940.0,300946
2024-04-24,24.02,24.45,24.02,24.44,9677.0,23464620.0,300946
2024-04-25,24.28,25.18,24.2,24.83,13020.0,32323698.0,300946
2024-04-26,24.81,25.19,24.12,25.15,12516.0,31109444.0,300946
2024-04-29,25.86,26.08,25.37,25.91,11562.0,29902384.0,300946
2024-04-30,25.76,26.53,25.41,25.58,10167.0,26334128.0,300946
2024-05-06,25.93,26.33,25.71,26.27,10412.0,27117850.0,300946
2024-05-07,26.28,26.47,26.01,26.19,12762.0,33450706.0,300946
2024-05-08,26.28,26.52,25.56,25.64,10379.0,26962132.0,300946
2024-05-09,25.65,26.02,25.5,25.81,9542.0,24628234.0,300946
2024-05-10,25.67,25.98,25.09,25.22,8703.0,22055864.0,300946
2024-05-13,25.0,25.0,24.16,24.34,9883.0,24171396.0,300946
2024-05-14,24.38,25.17,24.38,24.9,6925.0,17240990.0,300946
2024-05-15,25.0,25.3,24.31,24.35,7492.0,18435924.0,300946
2024-05-16,24.36,25.0,24.36,24.54,6870.0,17022070.0,300946
2024-05-17,24.48,25.04,24.2,25.02,6581.0,16268743.0,300946
2024-05-20,25.37,25.48,24.79,25.12,9602.0,24135216.0,300946
2024-05-21,25.14,25.19,24.6,24.79,6712.0,16628354.0,300946
2024-05-22,24.95,25.02,24.61,25.0,6375.0,15828960.0,300946
2024-05-23,24.88,24.88,23.89,24.06,9175.0,22233486.0,300946
2024-05-24,23.88,24.34,23.87,24.01,5724.0,13762489.0,300946
2024-05-27,24.03,24.4,23.54,24.21,5971.0,14278550.0,300946
2024-05-28,24.19,24.4,23.87,23.92,4885.0,11782634.0,300946
2024-05-29,23.85,24.34,23.85,24.12,4886.0,11790273.0,300946
2024-05-30,24.34,24.34,23.73,24.08,6773.0,16317882.0,300946
2024-05-31,23.96,24.84,23.96,24.68,9239.0,22725338.0,300946
2024-06-03,24.69,24.89,23.9,24.14,8798.0,21425352.0,300946
2024-06-04,24.08,24.24,23.35,23.7,10741.0,25422656.0,300946
2024-06-05,23.47,23.56,22.86,22.87,8839.0,20523762.0,300946
2024-06-06,22.88,23.09,21.44,21.81,14153.0,31332066.0,300946
2024-06-07,22.15,22.47,21.86,22.27,6302.0,14010611.0,300946
2024-06-11,22.27,22.99,21.65,22.9,6814.0,15288355.0,300946
2024-06-12,22.86,23.38,22.78,23.09,8198.0,18999080.0,300946
2024-06-13,23.11,23.46,22.96,23.22,6975.0,16189941.0,300946
2024-06-14,23.38,23.38,22.54,22.97,6510.0,14912113.0,300946
2024-06-17,22.5,23.12,22.44,22.91,4356.0,9972454.0,300946
2024-06-18,22.91,23.65,22.73,23.56,8461.0,19805350.0,300946
2024-06-19,23.68,23.68,23.32,23.38,5031.0,11803928.0,300946
2024-06-20,23.38,23.49,22.76,22.87,6648.0,15334910.0,300946
2024-06-21,22.77,22.77,22.36,22.42,4920.0,11085722.0,300946
2024-06-24,22.46,22.48,21.29,21.35,8444.0,18338036.0,300946
2024-06-25,22.99,25.62,22.8,25.62,31662.0,80046440.0,300946
2024-06-26,29.0,29.0,26.36,26.47,89929.0,248957728.0,300946
2024-06-27,26.32,31.7,25.73,27.45,91313.0,257178752.0,300946
2024-06-28,25.89,28.6,25.1,26.64,75209.0,198314976.0,300946
2024-07-01,26.11,28.35,25.1,27.88,74576.0,199603728.0,300946
2024-07-02,27.06,27.56,26.59,27.2,52582.0,141638928.0,300946
2024-07-03,26.66,27.79,25.9,26.09,45164.0,121226584.0,300946
2024-07-04,26.07,26.88,25.6,26.7,43036.0,112967320.0,300946
2024-07-05,26.2,26.2,25.01,25.85,32164.0,82321464.0,300946
2024-07-08,25.45,25.93,25.15,25.86,23522.0,60094700.0,300946
2024-07-09,25.77,27.66,25.47,27.38,54116.0,145126992.0,300946
2024-07-10,26.7,27.35,25.6,26.32,41207.0,109689960.0,300946
2024-07-11,26.85,27.04,26.38,26.9,32661.0,87378424.0,300946
2024-07-12,26.6,26.6,25.8,25.9,26232.0,68434520.0,300946
2024-07-15,25.57,25.61,23.8,23.99,35716.0,87572176.0,300946
2024-07-16,23.68,24.3,23.48,24.19,18709.0,44620144.0,300946
2024-07-17,24.0,25.5,23.57,24.97,32448.0,79765064.0,300946
2024-07-18,24.46,26.25,23.9,26.2,44267.0,111430960.0,300946
2024-07-19,25.31,26.21,25.15,25.68,37225.0,95921648.0,300946
2024-07-22,25.5,26.2,25.39,26.14,23576.0,60979964.0,300946
2024-07-23,25.65,26.1,25.02,25.2,19898.0,50735732.0,300946
2024-07-24,24.6,25.55,24.51,25.22,12854.0,32347220.0,300946
2024-07-25,24.65,25.79,24.65,25.27,13959.0,35353800.0,300946
2024-07-26,25.33,26.59,25.31,26.45,37077.0,96611296.0,300946
2024-07-29,26.45,27.15,25.78,25.97,27609.0,72236912.0,300946
2024-07-30,25.51,25.9,25.08,25.22,19864.0,50350688.0,300946
2024-07-31,25.22,26.32,24.97,26.32,26431.0,68624968.0,300946
2024-08-01,26.58,26.79,26.16,26.38,23611.0,62381256.0,300946
2024-08-02,26.07,26.4,25.32,25.54,16737.0,43238324.0,300946
2024-08-05,25.2,25.53,24.0,24.1,21054.0,51884020.0,300946
2024-08-06,24.75,24.89,24.01,24.28,11038.0,26812594.0,300946
2024-08-07,24.25,24.72,24.21,24.49,11650.0,28593364.0,300946
2024-08-08,24.26,25.6,23.6,25.14,24640.0,60662548.0,300946
2024-08-09,25.0,25.09,24.1,24.2,15723.0,38701864.0,300946
2024-08-12,24.09,24.09,23.46,23.57,10590.0,25071544.0,300946
2024-08-13,23.57,23.96,23.5,23.96,5636.0,13391526.0,300946
2024-08-14,23.96,24.13,23.77,23.92,4686.0,11230224.0,300946
2024-08-15,23.8,24.25,23.5,23.84,8653.0,20711030.0,300946
2024-08-16,23.75,24.14,23.61,23.7,7139.0,17035580.0,300946
2024-08-19,23.65,24.0,23.26,23.28,8495.0,19952838.0,300946
2024-08-20,23.36,23.45,23.0,23.09,4822.0,11148907.0,300946
2024-08-21,22.96,23.4,22.96,23.05,4650.0,10767568.0,300946
2024-08-22,23.13,23.3,22.6,22.67,7242.0,16562243.0,300946
2024-08-23,22.66,22.84,22.22,22.6,6834.0,15379492.0,300946
2024-08-26,22.66,22.99,22.57,22.99,5005.0,11438689.0,300946
2024-08-27,22.99,22.99,22.25,22.32,4796.0,10782859.0,300946
2024-08-28,22.17,22.89,22.12,22.66,6628.0,14979751.0,300946
2024-08-29,22.5,23.31,22.5,23.09,6871.0,15820657.0,300946
2024-08-30,23.13,23.64,22.92,23.5,12102.0,28329722.0,300946
2024-09-02,23.36,23.59,22.7,22.7,7247.0,16747090.0,300946
2024-09-03,22.57,23.25,22.57,22.89,5222.0,11978268.0,300946
2024-09-04,22.74,23.05,22.4,22.74,5101.0,11632926.0,300946
2024-09-05,22.68,22.99,22.67,22.9,4266.0,9749969.0,300946
