date,Open,Close,High,Low,Volume,amount,code,MA5,MA10,MA20,MA60
2025-05-16,32.13,32.66,33.27,32.1,36390.0,119582560.0,301005.SZ,,,,
2025-05-19,33.0,32.7,33.3,32.3,48744.0,159724816.0,301005.SZ,,,,
2025-05-20,32.7,32.44,32.7,32.03,25798.0,83495360.0,301005.SZ,,,,
2025-05-21,32.39,31.65,32.6,31.19,41829.0,132499464.0,301005.SZ,,,,
2025-05-22,31.52,31.09,31.95,31.04,24797.0,77917040.0,301005.SZ,32.108,,,
2025-05-23,31.0,30.83,31.97,30.72,34006.0,106311432.0,301005.SZ,31.742,,,
2025-05-26,30.62,31.12,31.69,30.62,32904.0,102185632.0,301005.SZ,31.426,,,
2025-05-27,30.85,30.81,31.26,30.4,27052.0,83022536.0,301005.SZ,31.1,,,
2025-05-28,30.85,30.51,31.1,30.34,22832.0,70018024.0,301005.SZ,30.871999999999996,,,
2025-05-29,30.57,36.61,36.61,30.57,183477.0,644349696.0,301005.SZ,31.976,32.042,,
2025-05-30,36.0,35.57,37.86,34.0,225730.0,809896576.0,301005.SZ,32.924,32.333,,
2025-06-03,37.01,37.7,38.97,35.92,222154.0,829852544.0,301005.SZ,34.239999999999995,32.833,,
2025-06-04,38.88,38.33,43.0,38.2,233104.0,929708352.0,301005.SZ,35.74400000000001,33.422,,
2025-06-05,38.36,44.44,46.0,38.35,313995.0,1333218560.0,301005.SZ,38.529999999999994,34.701,,
2025-06-06,45.1,45.68,46.66,43.05,288596.0,1292889728.0,301005.SZ,40.344,36.16,,
2025-06-09,45.71,44.8,45.86,43.01,221029.0,976025856.0,301005.SZ,42.19,37.557,,
2025-06-10,45.24,40.6,48.48,40.48,289114.0,1271220736.0,301005.SZ,42.769999999999996,38.504999999999995,,
2025-06-11,39.99,38.6,41.08,37.89,204130.0,798426688.0,301005.SZ,42.824,39.284,,
2025-06-12,36.4,36.6,37.1,35.8,194732.0,710604480.0,301005.SZ,41.25600000000001,39.893,,
2025-06-13,36.21,35.07,36.53,35.01,128443.0,455470496.0,301005.SZ,39.134,39.739,35.890499999999996,
2025-06-16,34.94,35.32,35.53,34.94,65409.0,230410480.0,301005.SZ,37.238,39.714,36.0235,
2025-06-17,35.54,35.43,35.88,34.75,92512.0,326715840.0,301005.SZ,36.204,39.487,36.16,
2025-06-18,35.0,35.0,35.34,34.45,69543.0,242602752.0,301005.SZ,35.484,39.154,36.288,
2025-06-19,34.82,34.15,35.25,34.04,70354.0,243251280.0,301005.SZ,34.99399999999999,38.125,36.413,
2025-06-20,34.15,33.16,34.32,33.03,64212.0,215214256.0,301005.SZ,34.612,36.873000000000005,36.5165,
2025-06-23,32.83,33.26,33.46,32.79,68962.0,228385888.0,301005.SZ,34.2,35.719,36.638,
2025-06-24,33.46,34.53,34.76,33.46,98861.0,340133408.0,301005.SZ,34.019999999999996,35.112,36.808499999999995,
2025-06-25,34.39,34.78,35.14,34.19,92398.0,320062336.0,301005.SZ,33.976,34.730000000000004,37.007,
2025-06-26,34.7,34.65,35.2,34.51,78432.0,273545984.0,301005.SZ,34.076,34.535,37.214000000000006,
2025-06-27,35.65,34.5,35.79,34.4,86970.0,303510048.0,301005.SZ,34.343999999999994,34.477999999999994,37.10850000000001,
2025-06-30,34.36,35.0,35.23,34.35,74866.0,261589232.0,301005.SZ,34.69199999999999,34.446,37.08,
2025-07-01,35.57,35.38,36.35,35.11,113599.0,405423840.0,301005.SZ,34.862,34.440999999999995,36.964000000000006,
2025-07-02,35.19,34.85,35.57,34.55,67555.0,236453632.0,301005.SZ,34.876,34.426,36.79,
2025-07-03,35.1,36.58,38.0,34.9,187271.0,694300736.0,301005.SZ,35.262,34.669,36.397,
2025-07-04,36.04,35.35,36.46,35.19,114645.0,408807968.0,301005.SZ,35.432,34.888,35.8805,
2025-07-07,35.17,35.42,35.53,34.7,66715.0,233913552.0,301005.SZ,35.516000000000005,35.104,35.411500000000004,
2025-07-08,35.29,36.95,37.29,35.23,119279.0,436033056.0,301005.SZ,35.83,35.346000000000004,35.229,
2025-07-09,38.8,36.55,39.5,36.43,175151.0,665947328.0,301005.SZ,36.17,35.523,35.1265,
2025-07-10,36.03,35.55,36.45,35.24,97150.0,346956352.0,301005.SZ,35.964,35.613,35.074,
2025-07-11,35.56,35.73,36.04,34.9,73015.0,258500976.0,301005.SZ,36.04,35.736000000000004,35.107000000000006,
2025-07-14,35.98,37.97,38.36,35.92,164031.0,617188608.0,301005.SZ,36.55,36.033,35.2395,
2025-07-15,37.97,37.4,38.2,36.96,90161.0,337588512.0,301005.SZ,36.64,36.235,35.338,
2025-07-16,37.3,37.48,38.18,36.8,93146.0,350011872.0,301005.SZ,36.826,36.498000000000005,35.462,
2025-07-17,37.42,37.24,37.67,36.83,80488.0,300397920.0,301005.SZ,37.164,36.564,35.616499999999995,
2025-07-18,37.49,37.49,37.96,36.68,114931.0,428384928.0,301005.SZ,37.516,36.778,35.833,
2025-07-21,37.49,37.88,37.98,36.91,84991.0,319734016.0,301005.SZ,37.498000000000005,37.023999999999994,36.064,
2025-07-22,37.68,37.0,38.44,36.95,89011.0,334027968.0,301005.SZ,37.418,37.028999999999996,36.1875,
2025-07-23,37.35,37.88,39.3,36.38,134131.0,506698208.0,301005.SZ,37.498000000000005,37.162,36.3425,
2025-07-24,38.19,37.96,38.5,37.64,82565.0,313809120.0,301005.SZ,37.642,37.403000000000006,36.507999999999996,
2025-07-25,38.0,37.4,38.12,37.12,59431.0,222538480.0,301005.SZ,37.624,37.57,36.653,
2025-07-28,38.99,42.09,44.5,38.99,264746.0,1109647872.0,301005.SZ,38.465999999999994,37.982000000000006,37.0075,
2025-07-29,41.1,41.36,41.97,40.02,163546.0,668045376.0,301005.SZ,39.338,38.378,37.3065,
2025-07-30,43.91,43.15,45.22,41.95,225263.0,977677952.0,301005.SZ,40.392,38.945,37.7215,
2025-07-31,42.53,44.14,47.4,42.53,198866.0,893095616.0,301005.SZ,41.628,39.635000000000005,38.0995,
