date,Open,Close,High,Low,Volume,amount,code,MA5,MA10,MA20,MA60
2025-05-16,28.46,29.7,29.99,28.43,72947.0,215757952.0,301022.SZ,,,,
2025-05-19,29.54,30.12,30.46,28.8,60675.0,180250416.0,301022.SZ,,,,
2025-05-20,29.99,30.53,30.68,29.52,67544.0,203829664.0,301022.SZ,,,,
2025-05-21,30.5,30.4,31.35,29.72,65518.0,199090784.0,301022.SZ,,,,
2025-05-22,30.02,28.77,30.45,28.6,63535.0,186924176.0,301022.SZ,29.904000000000003,,,
2025-05-23,29.91,28.4,30.19,28.01,57031.0,165384480.0,301022.SZ,29.644,,,
2025-05-26,28.21,28.31,28.4,27.33,31842.0,89359616.0,301022.SZ,29.282,,,
2025-05-27,28.42,27.87,28.67,27.73,23211.0,64958772.0,301022.SZ,28.75,,,
2025-05-28,28.0,27.71,28.88,27.53,23575.0,65908416.0,301022.SZ,28.212,,,
2025-05-29,27.6,28.26,28.7,27.55,30156.0,85502512.0,301022.SZ,28.110000000000003,29.006999999999998,,
2025-05-30,28.25,27.04,28.42,27.0,26331.0,71865184.0,301022.SZ,27.838,28.741000000000003,,
2025-06-03,26.95,27.31,27.96,26.95,21312.0,58333960.0,301022.SZ,27.637999999999998,28.46,,
2025-06-04,27.58,27.54,27.74,27.11,17289.0,47537244.0,301022.SZ,27.572000000000003,28.161,,
2025-06-05,27.55,27.9,27.97,27.21,19580.0,54214508.0,301022.SZ,27.609999999999996,27.911,,
2025-06-06,28.03,27.8,28.03,27.48,15026.0,41633592.0,301022.SZ,27.518,27.814,,
2025-06-09,27.89,27.92,28.18,27.7,13863.0,38745848.0,301022.SZ,27.694,27.766000000000002,,
2025-06-10,27.8,27.41,28.1,26.9,17483.0,48048644.0,301022.SZ,27.714,27.676,,
2025-06-11,27.79,28.21,28.57,27.48,36512.0,103085184.0,301022.SZ,27.848000000000003,27.71,,
2025-06-12,28.2,28.75,29.12,27.82,35257.0,100980104.0,301022.SZ,28.018,27.814,,
2025-06-13,28.44,27.38,28.75,27.35,28688.0,79986480.0,301022.SZ,27.934000000000005,27.726,28.366500000000002,
2025-06-16,29.02,29.55,30.55,28.5,68156.0,200927328.0,301022.SZ,28.26,27.976999999999997,28.358999999999998,
2025-06-17,29.24,29.38,29.99,28.89,52629.0,154184224.0,301022.SZ,28.654000000000003,28.184000000000005,28.321999999999996,
2025-06-18,29.3,29.34,29.5,28.88,31927.0,93332536.0,301022.SZ,28.880000000000003,28.363999999999997,28.2625,
2025-06-19,29.23,28.48,29.49,28.03,34201.0,98388408.0,301022.SZ,28.826,28.422000000000004,28.166500000000003,
2025-06-20,28.38,28.18,29.17,27.57,34645.0,97726168.0,301022.SZ,28.986,28.46,28.137,
2025-06-23,28.68,29.8,29.98,28.42,71355.0,210087904.0,301022.SZ,29.036,28.647999999999996,28.207,
2025-06-24,30.18,34.14,34.79,29.86,107859.0,339896928.0,301022.SZ,29.988,29.321000000000005,28.4985,
2025-06-25,34.49,33.88,34.5,32.65,93366.0,313452640.0,301022.SZ,30.896000000000004,29.887999999999998,28.799,
2025-06-26,33.88,40.66,40.66,33.31,133776.0,497636800.0,301022.SZ,33.332,31.078999999999997,29.446500000000004,
2025-06-27,46.42,38.23,48.49,38.12,222614.0,968477952.0,301022.SZ,35.342,32.164,29.945,
2025-06-30,36.0,36.31,36.95,35.12,144066.0,519188032.0,301022.SZ,36.644000000000005,32.839999999999996,30.408499999999997,
2025-07-01,35.63,34.39,35.79,34.03,112902.0,391213440.0,301022.SZ,36.694,33.340999999999994,30.7625,
2025-07-02,34.38,34.88,35.08,33.71,85349.0,293529760.0,301022.SZ,36.894,33.894999999999996,31.129499999999997,
2025-07-03,34.0,33.48,34.3,33.35,67320.0,226336992.0,301022.SZ,35.458000000000006,34.394999999999996,31.408499999999997,
2025-07-04,33.16,33.14,33.71,32.82,48413.0,160985712.0,301022.SZ,34.44,34.891,31.6755,
2025-07-07,32.9,33.29,33.32,32.88,30860.0,102352392.0,301022.SZ,33.836,35.24,31.944,
2025-07-08,33.43,33.28,33.48,32.9,34223.0,113943200.0,301022.SZ,33.614,35.153999999999996,32.2375,
2025-07-09,33.3,32.82,33.48,32.71,39677.0,131384664.0,301022.SZ,33.202,35.048,32.467999999999996,
2025-07-10,33.0,32.46,33.0,32.29,33639.0,109346824.0,301022.SZ,32.998,34.228,32.653499999999994,
2025-07-11,32.47,32.4,32.51,32.02,28770.0,92873744.0,301022.SZ,32.85,33.644999999999996,32.9045,
2025-07-14,32.3,32.78,32.87,32.25,26918.0,87957232.0,301022.SZ,32.748000000000005,33.292,33.066,
2025-07-15,32.6,32.38,32.85,31.89,29074.0,93940752.0,301022.SZ,32.568,33.091,33.216,
2025-07-16,32.29,32.3,32.69,32.15,24819.0,80536960.0,301022.SZ,32.464,32.833000000000006,33.364,
2025-07-17,32.34,32.35,32.42,32.15,20982.0,67850792.0,301022.SZ,32.442,32.72,33.5575,
2025-07-18,32.41,32.16,32.49,32.01,24028.0,77350920.0,301022.SZ,32.394,32.622,33.7565,
2025-07-21,32.18,32.67,32.79,32.18,32477.0,105575536.0,301022.SZ,32.372,32.56,33.9,
2025-07-22,32.65,32.12,32.67,32.07,31099.0,100570600.0,301022.SZ,32.32,32.444,33.79899999999999,
2025-07-23,32.02,31.65,32.19,31.58,28198.0,89641768.0,301022.SZ,32.19,32.327000000000005,33.6875,
2025-07-24,31.85,32.23,32.37,31.85,26544.0,85422656.0,301022.SZ,32.166,32.303999999999995,33.266,
2025-07-25,32.1,32.28,32.45,32.0,23608.0,75987616.0,301022.SZ,32.19,32.292,32.9685,
2025-07-28,32.5,32.97,33.2,32.34,46960.0,154529856.0,301022.SZ,32.24999999999999,32.31099999999999,32.8015,
2025-07-29,32.95,32.54,32.98,32.26,26338.0,85650560.0,301022.SZ,32.334,32.327,32.709,
2025-07-30,32.7,33.41,34.4,32.52,92756.0,312707840.0,301022.SZ,32.686,32.438,32.6355,
2025-07-31,33.12,33.44,33.8,32.84,57824.0,192842688.0,301022.SZ,32.928,32.547000000000004,32.633500000000005,
2025-08-01,33.44,35.61,35.62,33.22,101503.0,350959776.0,301022.SZ,33.594,32.891999999999996,32.757,
