date,Open,Close,High,Low,Volume,amount,code,MA5,MA10,MA20,MA60
2025-06-20,4.37,4.32,4.41,4.31,177322.0,77053528.0,300158.SZ,4.486,4.563000000000001,4.4925,
2025-06-23,4.32,4.41,4.42,4.24,222342.0,96710528.0,300158.SZ,4.42,4.55,4.4995,
2025-06-24,4.42,4.49,4.52,4.4,232530.0,104129304.0,300158.SZ,4.396000000000001,4.5329999999999995,4.519,
2025-06-25,4.49,4.47,4.49,4.39,240438.0,106723632.0,300158.SZ,4.404000000000001,4.519,4.5225,
2025-06-26,4.46,4.39,4.47,4.39,209351.0,92648456.0,300158.SZ,4.4159999999999995,4.494,4.52,
2025-06-27,4.41,4.4,4.46,4.38,152382.0,67310824.0,300158.SZ,4.432,4.4590000000000005,4.516,
2025-06-30,4.4,4.4,4.42,4.35,177567.0,78073760.0,300158.SZ,4.43,4.425,4.5145,
2025-07-01,4.41,4.6,4.62,4.38,484481.0,219338656.0,300158.SZ,4.452,4.4239999999999995,4.511,
2025-07-02,4.58,4.62,4.71,4.55,445753.0,206745024.0,300158.SZ,4.482,4.443,4.514,
2025-07-03,4.61,4.69,4.69,4.58,310835.0,144849664.0,300158.SZ,4.542,4.479,4.525,
2025-07-04,4.72,4.66,4.73,4.63,273509.0,127808904.0,300158.SZ,4.593999999999999,4.513,4.538,
2025-07-07,4.63,4.6,4.69,4.59,202719.0,93894456.0,300158.SZ,4.634,4.531999999999999,4.5409999999999995,
2025-07-08,4.61,4.66,4.74,4.59,221550.0,103542416.0,300158.SZ,4.646,4.549,4.5409999999999995,
2025-07-09,4.63,4.63,4.69,4.59,170514.0,78981808.0,300158.SZ,4.648,4.565,4.542,
2025-07-10,4.62,4.69,4.74,4.6,249954.0,117071696.0,300158.SZ,4.648,4.595000000000001,4.5445,
2025-07-11,4.67,4.7,4.78,4.66,221356.0,104188680.0,300158.SZ,4.656,4.625,4.542,
2025-07-14,4.68,4.89,4.92,4.68,461395.0,221211584.0,300158.SZ,4.714,4.6739999999999995,4.5495,
2025-07-15,4.89,4.77,4.89,4.66,367129.0,174128784.0,300158.SZ,4.736,4.691000000000001,4.5575,
2025-07-16,4.72,4.97,5.0,4.72,536541.0,263059232.0,300158.SZ,4.804,4.726,4.5845,
2025-07-17,4.98,4.98,5.03,4.92,402570.0,200138288.0,300158.SZ,4.862,4.755000000000001,4.617,
2025-07-18,4.96,4.92,4.99,4.85,354312.0,173628800.0,300158.SZ,4.906000000000001,4.781,4.647,
2025-07-21,4.92,4.95,4.98,4.84,306962.0,151027712.0,300158.SZ,4.918,4.816,4.6739999999999995,
2025-07-22,4.95,4.91,5.0,4.89,335674.0,165302400.0,300158.SZ,4.946,4.840999999999999,4.695,
2025-07-23,4.89,5.89,5.89,4.88,1671869.0,911412864.0,300158.SZ,5.130000000000001,4.967,4.766,
2025-07-24,6.18,6.45,6.74,5.8,2369127.0,1477182208.0,300158.SZ,5.424,5.143,4.869,
2025-07-25,6.45,7.03,7.6,6.45,2439660.0,1740691584.0,300158.SZ,5.846,5.3759999999999994,5.0005,
2025-07-28,6.92,7.21,7.75,6.91,2289219.0,1686514560.0,300158.SZ,6.298,5.6080000000000005,5.141,
2025-07-29,7.53,7.69,7.79,7.12,2001704.0,1520016896.0,300158.SZ,6.854000000000001,5.9,5.2955,
2025-07-30,7.45,7.39,7.76,7.07,2121572.0,1566218240.0,300158.SZ,7.153999999999999,6.142,5.434,
2025-07-31,7.5,8.62,8.87,7.47,2630631.0,2173246464.0,300158.SZ,7.587999999999999,6.506,5.6305,
2025-08-01,8.44,8.15,8.47,7.92,1855173.0,1514846592.0,300158.SZ,7.812,6.829000000000001,5.805,
2025-08-04,8.19,8.2,8.44,7.5,1787429.0,1424126208.0,300158.SZ,8.01,7.153999999999999,5.985,
2025-08-05,8.37,8.07,8.88,7.88,1837806.0,1536054784.0,300158.SZ,8.086,7.470000000000001,6.155499999999999,
2025-08-06,8.14,7.55,8.22,7.52,1647130.0,1280565120.0,300158.SZ,8.117999999999999,7.636,6.3015,
2025-08-07,7.42,7.38,7.72,7.21,1293665.0,956156352.0,300158.SZ,7.87,7.728999999999999,6.436,
2025-08-08,7.48,7.25,7.51,7.12,859076.0,622257536.0,300158.SZ,7.69,7.7509999999999994,6.5634999999999994,5.167166666666666
2025-08-11,7.32,8.7,8.7,7.32,1815121.0,1457692416.0,300158.SZ,7.790000000000001,7.9,6.754,5.245500000000001
2025-08-12,8.81,8.57,9.1,8.39,1763010.0,1526707200.0,300158.SZ,7.890000000000001,7.9879999999999995,6.944000000000001,5.322166666666666
