date,Open,Close,High,Low,Volume,amount,code,MA5,MA10,MA20,MA60
2025-07-09,15.73,15.17,16.19,15.1,270844.0,421072416.0,300993.SZ,16.008000000000003,15.325999999999999,13.215,
2025-07-10,15.06,15.01,15.25,14.72,190375.0,284526368.0,300993.SZ,15.568000000000001,15.604000000000003,13.391,
2025-07-11,14.97,14.82,14.98,14.61,130216.0,192946048.0,300993.SZ,15.402000000000001,15.618,13.569999999999999,
2025-07-14,15.04,14.88,15.14,14.79,118707.0,177288768.0,300993.SZ,15.108,15.59,13.751,
2025-07-15,14.81,14.73,14.94,14.53,96512.0,141684640.0,300993.SZ,14.922,15.572,13.9355,
2025-07-16,14.73,14.62,15.05,14.55,132115.0,194652608.0,300993.SZ,14.812000000000001,15.41,14.121,
2025-07-17,14.5,14.68,14.76,14.47,96730.0,141690784.0,300993.SZ,14.745999999999999,15.157,14.320500000000001,
2025-07-18,14.7,14.5,14.77,14.38,102762.0,149214272.0,300993.SZ,14.681999999999999,15.041999999999998,14.514000000000001,
2025-07-21,14.37,14.4,14.55,14.32,80218.0,115516592.0,300993.SZ,14.586000000000002,14.847,14.688999999999998,
2025-07-22,14.39,14.24,14.51,14.13,107259.0,153291712.0,300993.SZ,14.488,14.705000000000002,14.846,
2025-07-23,14.15,14.08,14.33,14.07,75668.0,107221432.0,300993.SZ,14.38,14.596,14.960999999999999,
2025-07-24,14.08,14.18,14.34,14.07,60767.0,86241864.0,300993.SZ,14.280000000000001,14.513,15.0585,
2025-07-25,14.16,14.24,14.31,14.0,73594.0,104376936.0,300993.SZ,14.228,14.455000000000002,15.0365,
2025-07-28,14.27,14.32,14.6,14.25,102796.0,148084656.0,300993.SZ,14.212,14.399000000000001,14.994499999999999,
2025-07-29,14.34,13.95,14.4,13.85,104111.0,145708112.0,300993.SZ,14.154,14.321000000000002,14.9465,
2025-07-30,13.94,14.09,14.3,13.8,113085.0,158678512.0,300993.SZ,14.156,14.268,14.839000000000002,
2025-07-31,13.97,13.9,14.14,13.8,64577.0,90166424.0,300993.SZ,14.1,14.190000000000001,14.673499999999999,
2025-08-01,13.89,14.57,15.28,13.76,220819.0,320564288.0,300993.SZ,14.166,14.197,14.619499999999999,
2025-08-04,14.65,15.23,15.36,14.41,230154.0,348435808.0,300993.SZ,14.347999999999999,14.279999999999998,14.5635,
2025-08-05,15.23,15.44,16.7,15.16,237931.0,374549056.0,300993.SZ,14.645999999999997,14.4,14.5525,
2025-08-06,15.59,16.34,16.49,15.5,231218.0,370559616.0,300993.SZ,15.096,14.626,14.610999999999999,
2025-08-07,16.21,16.14,16.7,15.91,219518.0,357040640.0,300993.SZ,15.544,14.822,14.6675,
2025-08-08,16.0,15.91,16.36,15.68,179297.0,285606400.0,300993.SZ,15.812000000000001,14.989,14.722,13.237666666666666
2025-08-11,16.78,19.09,19.09,16.35,232237.0,422948576.0,300993.SZ,16.584,15.466,14.932500000000001,13.377333333333333
2025-08-12,19.1,18.39,19.53,18.02,352567.0,652775488.0,300993.SZ,17.174,15.91,15.1155,13.496333333333332
