日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-15,300611,9.86,9.72,10.07,9.72,83426,83322854.0,3.51,-2.61,-0.26,5.63
2024-10-16,300611,9.34,9.59,9.64,9.19,89098,85539784.0,4.63,-1.34,-0.13,6.01
2024-10-17,300611,9.58,9.44,9.76,9.42,62050,60334960.0,3.55,-1.56,-0.15,4.18
2024-10-18,300611,9.5,9.93,10.07,9.08,99426,98084174.0,10.49,5.19,0.49,6.7
2024-10-21,300611,10.06,10.16,10.33,9.91,88518,90384880.0,4.23,2.32,0.23,5.97
2024-10-22,300611,10.11,10.14,10.25,9.96,70109,71909759.0,2.85,-0.2,-0.02,4.73
2024-10-23,300611,10.2,10.33,10.35,10.1,84212,87275513.0,2.47,1.87,0.19,5.68
2024-10-24,300611,10.45,10.35,10.63,10.17,89017,93146115.0,4.45,0.19,0.02,6.0
2024-10-25,300611,10.29,10.66,11.0,10.28,137751,147229770.0,6.96,3.0,0.31,9.29
2024-10-28,300611,10.77,10.82,10.96,10.56,117489,127424032.0,3.75,1.5,0.16,7.92
2024-10-29,300611,10.88,10.62,11.3,10.61,151796,167139421.0,6.38,-1.85,-0.2,10.24
2024-10-30,300611,10.53,10.68,10.87,10.43,101646,109545337.0,4.14,0.56,0.06,6.85
2024-10-31,300611,10.63,10.73,10.95,10.59,84739,92152873.0,3.37,0.47,0.05,5.71
2024-11-01,300611,10.63,10.08,10.72,10.06,86614,90170814.0,6.15,-6.06,-0.65,5.84
2024-11-04,300611,10.08,10.39,10.45,10.08,62523,65476212.0,3.67,3.08,0.31,4.22
2024-11-05,300611,10.48,10.64,10.65,10.35,70794,75397870.0,2.89,2.41,0.25,4.77
2024-11-06,300611,10.7,10.67,10.8,10.51,73984,79902848.0,2.73,0.28,0.03,4.99
2024-11-07,300611,10.79,11.17,11.18,10.72,137670,153394287.0,4.31,4.69,0.5,9.28
2024-11-08,300611,11.13,10.93,11.33,10.88,103906,116071364.0,4.03,-2.15,-0.24,7.01
2024-11-11,300611,10.91,11.27,11.33,10.89,94019,105628179.0,4.03,3.11,0.34,6.34
2024-11-12,300611,11.27,11.44,11.94,11.09,172535,199163015.0,7.54,1.51,0.17,11.63
2024-11-13,300611,11.43,11.21,11.43,10.88,96858,109024612.0,4.81,-2.01,-0.23,6.53
2024-11-14,300611,11.16,10.78,11.28,10.78,64265,71349337.0,4.46,-3.84,-0.43,4.33
2024-11-15,300611,10.76,10.54,10.95,10.54,59564,65004582.0,3.8,-2.23,-0.24,4.02
2024-11-18,300611,10.69,10.39,11.14,10.28,77891,83307194.0,8.16,-1.42,-0.15,5.25
2024-11-19,300611,10.43,10.75,10.76,10.34,62022,66272632.0,4.04,3.46,0.36,4.18
2024-11-20,300611,10.67,10.92,11.0,10.67,51336,56492718.0,3.07,1.58,0.17,3.46
2024-11-21,300611,10.89,10.84,10.97,10.68,43422,47688645.0,2.66,-0.73,-0.08,2.93
2024-11-22,300611,10.8,10.21,10.86,10.18,71775,76470896.0,6.27,-5.81,-0.63,4.84
2024-11-25,300611,10.25,10.59,10.59,10.19,52191,55093237.0,3.92,3.72,0.38,3.52
2024-11-26,300611,10.58,10.45,10.63,10.38,36936,39264750.0,2.36,-1.32,-0.14,2.49
2024-11-27,300611,10.46,10.6,10.61,10.03,45148,46980215.0,5.55,1.44,0.15,3.04
2024-11-28,300611,10.58,10.61,10.69,10.54,39413,42365264.0,1.42,0.09,0.01,2.66
2024-11-29,300611,10.56,10.82,10.89,10.52,60275,65565552.0,3.49,1.98,0.21,4.06
2024-12-02,300611,10.86,11.12,11.22,10.84,69131,77378063.0,3.51,2.77,0.3,4.66
2024-12-03,300611,11.12,11.54,11.67,11.08,116922,134956151.0,5.31,3.78,0.42,7.88
2024-12-04,300611,11.44,11.48,11.85,11.33,87785,102236582.0,4.51,-0.52,-0.06,5.92
2024-12-05,300611,11.49,11.56,11.67,11.41,73337,85559692.0,2.26,0.7,0.08,4.95
2024-12-06,300611,11.62,11.5,11.64,11.32,61774,71594027.0,2.77,-0.52,-0.06,4.17
2024-12-09,300611,11.44,11.6,11.68,11.41,52159,60911366.0,2.35,0.87,0.1,3.52
2024-12-10,300611,11.97,11.56,12.08,11.48,65288,77635665.0,5.17,-0.34,-0.04,4.4
2024-12-11,300611,11.59,11.84,11.84,11.45,59788,70215344.0,3.37,2.42,0.28,4.03
2024-12-12,300611,11.91,12.85,12.92,11.84,257303,325849171.0,9.12,8.53,1.01,17.35
2024-12-13,300611,12.68,11.93,12.74,11.89,198124,243016943.0,6.61,-7.16,-0.92,13.36
2024-12-16,300611,11.9,11.56,12.02,11.43,111898,131572464.0,4.95,-3.1,-0.37,7.55
2024-12-17,300611,11.51,10.96,11.59,10.93,82269,93045036.0,5.71,-5.19,-0.6,5.55
2024-12-18,300611,11.08,11.06,11.22,10.73,60853,67886396.0,4.47,0.91,0.1,4.1
2024-12-19,300611,10.93,11.13,11.17,10.83,56475,62943252.0,3.07,0.63,0.07,3.81
2024-12-20,300611,11.1,11.45,11.54,11.1,60923,70094160.0,3.95,2.88,0.32,4.11
2024-12-23,300611,11.54,10.71,11.58,10.66,78524,87298287.0,8.03,-6.46,-0.74,5.29
2024-12-24,300611,10.82,10.92,11.06,10.66,52684,57933584.0,3.73,1.96,0.21,3.55
2024-12-25,300611,10.99,10.64,10.99,10.44,53107,57112459.0,5.04,-2.56,-0.28,3.58
2024-12-26,300611,10.64,11.14,11.16,10.5,59911,66581988.0,6.2,4.7,0.5,4.04
2024-12-27,300611,11.28,11.05,11.42,10.98,52657,59770105.0,3.95,-0.81,-0.09,3.55
2024-12-30,300611,10.95,10.89,11.12,10.65,42762,47226319.0,4.25,-1.45,-0.16,2.88
2024-12-31,300611,10.96,10.45,10.99,10.44,49650,53533512.0,5.05,-4.04,-0.44,3.35
2025-01-02,300611,10.46,10.15,10.69,10.06,50973,53527894.0,6.03,-2.87,-0.3,3.44
2025-01-03,300611,10.23,9.66,10.35,9.64,62649,63153514.0,7.0,-4.83,-0.49,4.22
2025-01-06,300611,9.78,9.75,9.91,9.3,46783,45768944.0,6.31,0.93,0.09,3.15
2025-01-07,300611,9.73,10.09,10.12,9.73,41557,41812443.0,4.0,3.49,0.34,2.8
2025-01-08,300611,10.09,10.03,10.14,9.66,41869,42110934.0,4.76,-0.59,-0.06,2.82
2025-01-09,300611,9.99,10.13,10.21,9.99,33795,34671983.0,2.19,1.0,0.1,2.28
2025-01-10,300611,10.07,10.0,10.43,9.99,49435,51033361.0,4.34,-1.28,-0.13,3.33
2025-01-13,300611,9.8,10.16,10.25,9.67,41573,41925419.0,5.8,1.6,0.16,2.8
2025-01-14,300611,10.17,10.77,10.78,10.17,62256,66640044.0,6.0,6.0,0.61,4.2
2025-01-15,300611,10.87,11.04,11.28,10.82,71935,79997726.0,4.27,2.51,0.27,4.85
2025-01-16,300611,11.04,11.37,11.6,11.01,109544,125023158.0,5.34,2.99,0.33,7.39
2025-01-17,300611,11.31,11.47,11.56,11.11,79079,91298028.0,3.96,0.88,0.1,5.33
2025-01-20,300611,11.47,11.72,11.75,11.38,71290,83574594.0,3.23,2.18,0.25,4.81
2025-01-21,300611,11.67,11.81,11.83,11.56,67757,80060907.0,2.3,0.77,0.09,4.57
2025-01-22,300611,11.73,11.58,11.82,11.46,77451,90912830.0,3.05,-1.95,-0.23,5.22
2025-01-23,300611,11.68,11.67,11.96,11.63,82953,98741461.0,2.85,0.78,0.09,5.59
2025-01-24,300611,11.74,11.97,12.25,11.69,124252,149719567.0,4.8,2.57,0.3,8.38
2025-01-27,300611,11.97,11.72,12.15,11.68,76410,91626085.0,3.93,-2.09,-0.25,5.15
2025-02-05,300611,11.81,11.81,11.89,11.68,63107,75098750.0,1.79,0.77,0.09,4.26
2025-02-06,300611,11.74,12.26,12.26,11.74,86756,105561444.0,4.4,3.81,0.45,5.85
2025-02-07,300611,12.26,12.38,12.45,12.04,107905,133530579.0,3.34,0.98,0.12,7.28
2025-02-10,300611,12.35,12.17,12.36,11.94,81643,99724758.0,3.39,-1.7,-0.21,5.51
2025-02-11,300611,12.24,12.55,12.55,12.17,107102,133418771.0,3.12,3.12,0.38,7.22
2025-02-12,300611,12.46,12.38,12.72,12.13,103113,129037624.0,4.7,-1.35,-0.17,6.95
2025-02-13,300611,12.38,12.02,12.4,12.02,78559,96613331.0,3.07,-2.91,-0.36,5.3
2025-02-14,300611,12.0,11.99,12.21,11.9,73820,89806368.0,2.58,-0.25,-0.03,4.98
2025-02-17,300611,12.23,12.49,12.87,12.23,128772,162876024.0,5.34,4.17,0.5,8.68
2025-02-18,300611,12.53,13.12,14.08,12.53,244127,328451370.0,12.41,5.04,0.63,16.46
2025-02-19,300611,12.99,14.36,15.08,12.88,304230,429274517.0,16.77,9.45,1.24,20.51
2025-02-20,300611,14.15,13.98,14.17,13.61,248192,347134919.0,3.9,-2.65,-0.38,16.74
2025-02-21,300611,13.8,13.9,14.12,13.69,156842,219762190.0,3.08,-0.57,-0.08,10.58
2025-02-24,300611,13.86,14.05,14.58,13.69,178538,254361626.0,6.4,1.08,0.15,12.04
