日期,开盘,最高,最低,收盘,成交量,成交额,股票代码
2024-12-10,24.2,24.47,23.47,23.54,39392.0,94399576.0,301279
2024-12-11,23.43,23.49,22.9,23.3,27616.0,64053208.0,301279
2024-12-12,23.16,23.47,22.96,23.39,23414.0,54478004.0,301279
2024-12-13,23.36,23.68,22.9,22.92,21277.0,49431388.0,301279
2024-12-16,22.98,23.48,22.86,23.24,17219.0,39839576.0,301279
2024-12-17,23.22,23.22,21.69,21.8,23452.0,52111712.0,301279
2024-12-18,21.8,22.04,21.02,21.79,12769.0,27706862.0,301279
2024-12-19,21.56,22.02,21.45,21.7,11280.0,24475454.0,301279
2024-12-20,21.73,22.39,21.64,22.25,15048.0,33300186.0,301279
2024-12-23,22.2,22.3,20.58,20.67,18942.0,40254092.0,301279
2024-12-24,20.9,21.45,20.56,21.0,13586.0,28569528.0,301279
2024-12-25,21.11,21.11,20.01,20.52,13623.0,27866126.0,301279
2024-12-26,20.43,21.3,20.43,20.94,11022.0,23060876.0,301279
2024-12-27,20.94,21.43,20.76,20.88,8542.0,17980862.0,301279
2024-12-30,20.91,20.99,20.08,20.69,8434.0,17409180.0,301279
2024-12-31,20.77,20.8,20.1,20.19,10607.0,21633192.0,301279
2025-01-02,20.21,20.59,19.55,19.7,15603.0,31195396.0,301279
2025-01-03,19.6,20.04,18.68,18.71,13953.0,26908800.0,301279
2025-01-06,18.73,19.02,17.91,18.88,9858.0,18409100.0,301279
2025-01-07,18.88,19.5,18.81,19.49,10865.0,20848138.0,301279
2025-01-08,19.29,19.67,18.7,19.38,11082.0,21360220.0,301279
2025-01-09,19.39,19.64,19.2,19.4,7674.0,14924024.0,301279
2025-01-10,19.35,19.81,18.99,19.0,11872.0,23044728.0,301279
2025-01-13,18.7,19.5,18.09,19.21,10416.0,19635076.0,301279
2025-01-14,19.4,20.27,19.03,20.27,14191.0,28373256.0,301279
2025-01-15,20.27,20.41,20.02,20.18,9519.0,19271278.0,301279
2025-01-16,20.21,20.41,19.74,19.95,10500.0,21089884.0,301279
2025-01-17,19.95,20.3,19.8,20.1,8847.0,17746300.0,301279
2025-01-20,20.6,21.26,20.0,20.78,16148.0,33293050.0,301279
2025-01-21,21.0,21.32,20.42,21.14,14029.0,29335456.0,301279
2025-01-22,21.14,21.61,20.66,21.46,20139.0,42890392.0,301279
2025-01-23,21.57,22.18,21.3,21.8,22974.0,50011984.0,301279
2025-01-24,21.61,22.15,21.45,21.57,20062.0,43582024.0,301279
2025-01-27,21.8,21.87,21.2,21.29,11570.0,24890848.0,301279
2025-02-05,21.58,21.6,21.11,21.23,14105.0,30118704.0,301279
2025-02-06,21.23,21.76,21.08,21.71,17147.0,36862336.0,301279
2025-02-07,22.18,22.48,21.74,22.05,28230.0,62508412.0,301279
2025-02-10,22.03,22.24,21.74,22.16,19169.0,42243632.0,301279
2025-02-11,22.16,22.38,21.8,22.02,11883.0,26145358.0,301279
2025-02-12,22.23,22.23,21.9,22.16,11188.0,24682662.0,301279
2025-02-13,22.08,22.2,21.52,21.55,12737.0,27760724.0,301279
2025-02-14,21.8,22.03,21.53,21.63,10303.0,22453510.0,301279
2025-02-17,21.63,22.13,21.63,22.06,12399.0,27210148.0,301279
2025-02-18,22.0,22.18,21.5,21.6,9453.0,20644414.0,301279
2025-02-19,21.62,22.47,21.51,22.43,21664.0,48066744.0,301279
2025-02-20,22.41,22.55,22.11,22.42,14916.0,33365064.0,301279
2025-02-21,22.5,22.55,22.1,22.26,14635.0,32576556.0,301279
2025-02-24,22.2,22.52,21.87,22.46,12819.0,28553904.0,301279
2025-02-25,22.15,22.74,22.11,22.63,14889.0,33522940.0,301279
2025-02-26,22.59,25.56,22.58,24.06,60347.0,145343200.0,301279
2025-02-27,23.8,24.58,23.23,23.64,49217.0,117393512.0,301279
2025-02-28,23.64,23.74,22.3,22.41,29004.0,66240416.0,301279
2025-03-03,22.71,22.93,22.15,22.25,20482.0,46149272.0,301279
2025-03-04,22.04,23.0,22.04,22.82,17335.0,39437728.0,301279
2025-03-05,22.78,24.04,22.78,23.45,31517.0,73998280.0,301279
2025-03-06,23.48,23.57,23.16,23.2,28035.0,65374208.0,301279
2025-03-07,23.2,23.84,23.03,23.73,25626.0,60422196.0,301279
2025-03-10,23.66,25.28,23.56,24.84,49443.0,121179464.0,301279
2025-03-11,24.34,24.69,23.81,24.31,31274.0,75742336.0,301279
2025-03-12,24.27,25.15,24.16,24.6,28358.0,69531064.0,301279
2025-03-13,24.58,24.96,23.58,23.94,19241.0,46178816.0,301279
2025-03-14,23.88,24.0,23.21,23.96,18583.0,43952744.0,301279
2025-03-17,24.0,24.15,23.54,24.05,16875.0,40278608.0,301279
2025-03-18,24.06,24.71,23.84,24.56,19892.0,48343620.0,301279
2025-03-19,24.5,25.59,24.27,25.5,44314.0,111358416.0,301279
2025-03-20,25.42,26.88,25.06,26.21,70704.0,183941472.0,301279
2025-03-21,26.0,26.0,24.86,24.92,46429.0,117410952.0,301279
2025-03-24,24.68,24.99,22.86,23.58,33294.0,79368064.0,301279
2025-03-25,23.78,24.08,23.07,23.46,19764.0,46668364.0,301279
2025-03-26,23.72,28.15,23.39,28.15,73929.0,200583616.0,301279
2025-03-27,29.43,29.58,25.65,25.85,112454.0,303142464.0,301279
2025-03-28,26.22,26.4,25.0,25.75,68948.0,177406448.0,301279
2025-03-31,25.53,26.5,24.32,26.5,69593.0,176962656.0,301279
2025-04-01,26.15,28.49,25.25,27.95,97823.0,260497504.0,301279
2025-04-02,26.9,27.48,26.38,26.55,66678.0,178875648.0,301279
2025-04-03,26.05,26.45,24.66,25.36,51399.0,130859312.0,301279
2025-04-07,22.47,22.69,20.29,20.29,44737.0,93907040.0,301279
2025-04-08,20.49,21.15,19.22,19.72,42447.0,85555376.0,301279
2025-04-09,19.22,20.3,17.03,19.98,37217.0,71323800.0,301279
