日期,开盘,最高,最低,收盘,成交量,成交额,股票代码
2024-11-06,28.96,29.49,28.2,28.69,446484.0,1294800384.0,300775
2024-11-07,28.25,28.8,27.73,28.5,265480.0,748125312.0,300775
2024-11-08,28.63,29.7,28.61,29.13,301839.0,882380672.0,300775
2024-11-11,29.5,29.51,28.72,29.27,301122.0,874914432.0,300775
2024-11-12,29.28,29.52,28.09,28.48,245894.0,707742016.0,300775
2024-11-13,28.14,28.45,27.46,28.17,177348.0,495046912.0,300775
2024-11-14,28.01,28.11,26.93,27.08,142467.0,391039616.0,300775
2024-11-15,26.98,27.15,25.98,26.03,164174.0,436132352.0,300775
2024-11-18,26.0,26.35,24.93,25.11,156312.0,397877632.0,300775
2024-11-19,25.2,25.5,24.6,25.41,133985.0,335798464.0,300775
2024-11-20,25.44,25.9,25.2,25.76,123654.0,316401120.0,300775
2024-11-21,25.55,25.89,25.3,25.65,96400.0,246716688.0,300775
2024-11-22,25.7,26.58,24.86,25.16,204564.0,526119872.0,300775
2024-11-25,24.8,25.1,24.17,24.48,146633.0,358137056.0,300775
2024-11-26,24.48,24.73,24.1,24.15,89762.0,219293904.0,300775
2024-11-27,24.06,24.8,23.66,24.78,120303.0,291511392.0,300775
2024-11-28,24.7,25.07,24.48,24.49,100732.0,248744160.0,300775
2024-11-29,24.51,24.98,24.24,24.83,113782.0,281062464.0,300775
2024-12-02,24.81,25.25,24.64,25.2,105682.0,264859872.0,300775
2024-12-03,25.3,25.3,24.81,25.03,90189.0,225509856.0,300775
2024-12-04,24.9,25.01,24.51,24.64,89986.0,222868336.0,300775
2024-12-05,24.58,25.05,24.53,24.84,80883.0,200240992.0,300775
2024-12-06,24.91,25.2,24.6,25.16,106552.0,266152608.0,300775
2024-12-09,25.16,25.24,24.48,24.78,102311.0,254101024.0,300775
2024-12-10,25.31,25.6,24.9,24.97,138626.0,349893664.0,300775
2024-12-11,24.85,25.04,24.78,25.01,105840.0,263581600.0,300775
2024-12-12,25.01,25.75,25.0,25.65,187146.0,478054944.0,300775
2024-12-13,25.43,25.46,24.92,24.98,138736.0,348832320.0,300775
2024-12-16,24.91,24.96,24.64,24.75,78024.0,193279824.0,300775
2024-12-17,24.59,24.85,24.23,24.42,74812.0,183006000.0,300775
2024-12-18,24.42,24.51,24.18,24.31,62173.0,151562704.0,300775
2024-12-19,24.08,24.22,23.87,24.19,71725.0,172455376.0,300775
2024-12-20,24.19,24.56,24.0,24.34,70502.0,171516944.0,300775
2024-12-23,24.34,24.39,23.85,23.92,71742.0,172485200.0,300775
2024-12-24,24.0,24.17,23.85,24.04,49305.0,118310424.0,300775
2024-12-25,24.04,24.05,23.71,23.92,51684.0,123407672.0,300775
2024-12-26,24.0,24.4,23.92,24.11,72267.0,174861072.0,300775
2024-12-27,24.8,26.3,24.8,25.33,294093.0,748958976.0,300775
2024-12-30,25.59,25.6,24.92,25.2,132801.0,334719968.0,300775
2024-12-31,25.08,25.5,24.77,24.93,114801.0,287320032.0,300775
2025-01-02,25.0,25.0,23.31,23.53,146427.0,351950656.0,300775
2025-01-03,23.45,23.61,22.5,22.53,113438.0,260450272.0,300775
2025-01-06,22.54,22.74,22.32,22.49,57760.0,130088304.0,300775
2025-01-07,22.47,22.71,22.41,22.69,57071.0,128868544.0,300775
2025-01-08,22.66,22.66,21.58,22.15,103933.0,228678336.0,300775
2025-01-09,22.03,22.73,21.83,22.48,88383.0,197497152.0,300775
2025-01-10,22.36,22.78,21.8,21.8,64662.0,144031984.0,300775
2025-01-13,21.75,22.15,21.4,21.94,47734.0,104082064.0,300775
