日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-07-11,300066,2.97,3.02,3.02,2.95,152615,46112702.0,2.4,3.42,0.1,1.52
2024-07-12,300066,3.02,2.95,3.04,2.93,138210,41544786.0,3.64,-2.32,-0.07,1.37
2024-07-15,300066,2.95,2.89,2.97,2.88,97745,28670097.0,3.05,-2.03,-0.06,0.97
2024-07-16,300066,2.88,2.9,2.91,2.86,57782,16867558.0,1.73,0.35,0.01,0.57
2024-07-17,300066,2.9,2.9,2.93,2.86,74065,21675531.0,2.41,0.0,0.0,0.74
2024-07-18,300066,2.88,2.86,2.89,2.78,91887,26265145.0,3.79,-1.38,-0.04,0.91
2024-07-19,300066,2.85,2.88,2.9,2.83,53658,15568883.0,2.45,0.7,0.02,0.53
2024-07-22,300066,2.87,2.89,2.92,2.87,61809,18080398.0,1.74,0.35,0.01,0.61
2024-07-23,300066,3.0,2.94,3.12,2.93,144660,43876238.0,6.57,1.73,0.05,1.44
2024-07-24,300066,2.85,2.85,2.91,2.84,92927,26905096.0,2.38,-3.06,-0.09,0.92
2024-07-25,300066,2.83,2.86,2.89,2.81,55501,15971581.0,2.81,0.35,0.01,0.55
2024-07-26,300066,2.88,2.92,2.92,2.87,67798,19905263.0,1.75,2.1,0.06,0.67
2024-07-29,300066,2.92,2.91,2.94,2.89,62262,18326994.0,1.71,-0.34,-0.01,0.62
2024-07-30,300066,2.92,2.93,2.94,2.88,64130,18901644.0,2.06,0.69,0.02,0.64
2024-07-31,300066,2.93,3.01,3.02,2.9,117625,35468267.0,4.1,2.73,0.08,1.17
2024-08-01,300066,3.01,2.99,3.03,2.97,94523,28648647.0,1.99,-0.66,-0.02,0.94
2024-08-02,300066,2.98,2.97,3.02,2.95,91555,27614272.0,2.34,-0.67,-0.02,0.91
2024-08-05,300066,2.97,2.87,2.98,2.87,113090,33396048.0,3.7,-3.37,-0.1,1.12
2024-08-06,300066,2.9,2.92,2.92,2.88,64527,18925866.0,1.39,1.74,0.05,0.64
2024-08-07,300066,2.93,2.93,2.96,2.9,64686,19154976.0,2.05,0.34,0.01,0.64
2024-08-08,300066,2.94,3.0,3.07,2.88,161502,48470533.0,6.48,2.39,0.07,1.61
2024-08-09,300066,2.98,2.96,3.01,2.93,124228,37136887.0,2.67,-1.33,-0.04,1.23
2024-08-12,300066,2.95,2.97,3.01,2.93,82881,24885746.0,2.7,0.34,0.01,0.82
2024-08-13,300066,2.96,3.11,3.25,2.92,293745,91048623.0,11.11,4.71,0.14,2.92
2024-08-14,300066,3.07,3.13,3.15,3.04,216162,67911644.0,3.54,0.64,0.02,2.15
2024-08-15,300066,3.13,3.16,3.21,3.06,235256,74345551.0,4.79,0.96,0.03,2.34
2024-08-16,300066,3.15,3.26,3.29,3.1,318366,103533475.0,6.01,3.16,0.1,3.16
2024-08-19,300066,3.35,3.48,3.57,3.28,668056,232254525.0,8.9,6.75,0.22,6.64
2024-08-20,300066,3.35,3.15,3.35,3.12,448858,144658584.0,6.61,-9.48,-0.33,4.46
2024-08-21,300066,3.15,3.2,3.2,3.06,265122,83571368.0,4.44,1.59,0.05,2.64
2024-08-22,300066,3.13,3.06,3.16,3.03,203973,63605765.0,4.06,-4.38,-0.14,2.03
2024-08-23,300066,3.03,3.11,3.17,3.02,175677,54950168.0,4.9,1.63,0.05,1.75
2024-08-26,300066,3.21,3.1,3.25,3.06,168077,53241334.0,6.11,-0.32,-0.01,1.67
2024-08-27,300066,3.09,2.98,3.16,2.98,199763,61780696.0,5.81,-3.87,-0.12,1.99
2024-08-28,300066,2.94,2.94,3.01,2.9,151401,45052151.0,3.69,-1.34,-0.04,1.51
2024-08-29,300066,2.96,3.04,3.05,2.92,131444,40034133.0,4.42,3.4,0.1,1.31
2024-08-30,300066,3.03,3.1,3.15,3.02,195323,61297839.0,4.28,1.97,0.06,1.94
2024-09-02,300066,3.09,3.04,3.15,3.03,157134,49074964.0,3.87,-1.94,-0.06,1.56
2024-09-03,300066,3.04,3.1,3.15,3.02,171672,53523777.0,4.28,1.97,0.06,1.71
2024-09-04,300066,3.09,3.05,3.1,3.04,105838,32728191.0,1.94,-1.61,-0.05,1.05
2024-09-05,300066,3.04,3.09,3.1,3.04,91560,28420427.0,1.97,1.31,0.04,0.91
2024-09-06,300066,3.09,3.12,3.22,3.07,229691,72739407.0,4.85,0.97,0.03,2.28
2024-09-09,300066,3.07,3.11,3.2,3.07,164483,51938216.0,4.17,-0.32,-0.01,1.64
2024-09-10,300066,3.11,3.2,3.21,3.08,245839,78372303.0,4.18,2.89,0.09,2.44
2024-09-11,300066,3.18,3.15,3.19,3.1,183034,57965932.0,2.81,-1.56,-0.05,1.82
2024-09-12,300066,3.18,3.12,3.19,3.11,142067,45051310.0,2.54,-0.95,-0.03,1.41
2024-09-13,300066,3.12,3.03,3.12,3.02,157445,48603720.0,3.21,-2.88,-0.09,1.57
2024-09-18,300066,3.03,2.99,3.05,2.94,95942,28902720.0,3.63,-1.32,-0.04,0.95
2024-09-19,300066,3.0,3.07,3.08,2.98,126120,38837553.0,3.34,2.68,0.08,1.25
2024-09-20,300066,3.09,3.07,3.09,3.03,96831,29940122.0,1.95,0.0,0.0,0.96
2024-09-23,300066,3.05,3.06,3.09,3.03,67824,20917759.0,1.95,-0.33,-0.01,0.67
2024-09-24,300066,3.08,3.18,3.18,3.05,209586,66337516.0,4.25,3.92,0.12,2.08
2024-09-25,300066,3.21,3.24,3.32,3.18,239751,78691599.0,4.4,1.89,0.06,2.38
2024-09-26,300066,3.22,3.32,3.32,3.2,208311,68510833.0,3.7,2.47,0.08,2.07
2024-09-27,300066,3.38,3.52,3.55,3.34,378879,131583718.0,6.33,6.02,0.2,3.77
2024-09-30,300066,3.72,4.1,4.13,3.56,735142,285588977.0,16.19,16.48,0.58,7.31
2024-10-08,300066,4.92,4.65,4.92,4.23,937242,430616996.0,16.83,13.41,0.55,9.32
2024-10-09,300066,4.4,3.97,4.41,3.97,624744,264442879.0,9.46,-14.62,-0.68,6.21
2024-10-10,300066,4.07,4.04,4.2,3.97,372705,153171904.0,5.79,1.76,0.07,3.71
2024-10-11,300066,4.04,3.81,4.04,3.73,288904,112853840.0,7.67,-5.69,-0.23,2.87
2024-10-14,300066,3.85,3.91,3.93,3.74,243222,94506715.0,4.99,2.62,0.1,2.42
2024-10-15,300066,3.9,3.84,3.99,3.82,258042,101604765.0,4.35,-1.79,-0.07,2.57
2024-10-16,300066,3.8,3.81,3.88,3.77,198741,76507234.0,2.86,-0.78,-0.03,1.98
2024-10-17,300066,3.85,3.84,3.91,3.82,237362,92604940.0,2.36,0.79,0.03,2.36
2024-10-18,300066,3.85,3.94,4.04,3.79,332890,130792716.0,6.51,2.6,0.1,3.31
2024-10-21,300066,3.94,4.06,4.11,3.93,348825,141494728.0,4.57,3.05,0.12,3.47
2024-10-22,300066,4.04,4.13,4.23,3.98,418484,173125288.0,6.16,1.72,0.07,4.16
2024-10-23,300066,4.08,4.09,4.15,4.05,276391,113939436.0,2.42,-0.97,-0.04,2.75
2024-10-24,300066,4.09,4.05,4.12,4.02,202874,82967760.0,2.44,-0.98,-0.04,2.02
2024-10-25,300066,4.02,4.14,4.22,4.02,333130,138387870.0,4.94,2.22,0.09,3.31
2024-10-28,300066,4.12,4.28,4.28,4.11,297751,126258273.0,4.11,3.38,0.14,2.96
2024-10-29,300066,4.28,4.21,4.42,4.18,442950,191578060.0,5.61,-1.64,-0.07,4.4
2024-10-30,300066,4.15,4.27,4.35,4.11,420054,178711288.0,5.7,1.43,0.06,4.18
2024-10-31,300066,4.26,4.33,4.42,4.19,448468,194897356.0,5.39,1.41,0.06,4.46
2024-11-01,300066,4.31,4.72,5.11,4.29,1469899,698751331.0,18.94,9.01,0.39,14.61
2024-11-04,300066,4.59,4.57,4.67,4.42,924261,420835087.0,5.3,-3.18,-0.15,9.19
2024-11-05,300066,4.52,4.91,5.09,4.45,1132771,539855344.0,14.0,7.44,0.34,11.26
2024-11-06,300066,4.8,5.11,5.37,4.72,1352467,686800834.0,13.24,4.07,0.2,13.45
2024-11-07,300066,4.94,5.07,5.35,4.87,1075839,546240718.0,9.39,-0.78,-0.04,10.7
2024-11-08,300066,5.07,5.09,5.26,5.0,1091187,561409177.0,5.13,0.39,0.02,10.85
2024-11-11,300066,5.02,4.97,5.03,4.8,750260,371412484.0,4.52,-2.36,-0.12,7.46
2024-11-12,300066,4.97,4.7,4.97,4.62,690557,333389491.0,7.04,-5.43,-0.27,6.87
2024-11-13,300066,4.65,4.7,4.82,4.6,334228,157845957.0,4.68,0.0,0.0,3.32
2024-11-14,300066,4.69,4.52,4.7,4.49,348843,160245844.0,4.47,-3.83,-0.18,3.47
2024-11-15,300066,4.48,4.33,4.55,4.33,290422,130087374.0,4.87,-4.2,-0.19,2.89
2024-11-18,300066,4.36,4.18,4.4,4.14,269545,114741438.0,6.0,-3.46,-0.15,2.68
2024-11-19,300066,4.2,4.31,4.33,4.17,251343,107738043.0,3.83,3.11,0.13,2.5
2024-11-20,300066,4.31,4.47,4.54,4.27,339718,151229956.0,6.26,3.71,0.16,3.38
2024-11-21,300066,4.44,4.45,4.49,4.38,252740,112923817.0,2.46,-0.45,-0.02,2.51
2024-11-22,300066,4.41,4.34,4.57,4.33,387054,173958233.0,5.39,-2.47,-0.11,3.85
2024-11-25,300066,4.33,4.43,4.44,4.25,245869,108271497.0,4.38,2.07,0.09,2.44
2024-11-26,300066,4.39,4.36,4.51,4.33,215428,95763798.0,4.06,-1.58,-0.07,2.14
2024-11-27,300066,4.32,4.38,4.39,4.17,247759,106540779.0,5.05,0.46,0.02,2.46
2024-11-28,300066,4.4,4.4,4.48,4.36,217170,96794066.0,2.74,0.46,0.02,2.16
2024-11-29,300066,4.37,4.49,4.53,4.34,298291,133859195.0,4.32,2.05,0.09,2.97
