日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-07-29,301372,23.29,23.35,23.5,22.88,7083,16459409.0,2.68,0.82,0.19,4.13
2024-07-30,301372,23.49,23.44,24.17,23.38,9277,21926551.0,3.38,0.39,0.09,5.41
2024-07-31,301372,23.44,23.91,23.95,23.15,11771,27871395.0,3.41,2.01,0.47,6.87
2024-08-01,301372,24.24,24.05,24.9,23.88,14517,35186000.0,4.27,0.59,0.14,8.47
2024-08-02,301372,23.87,23.59,24.23,23.52,8663,20673175.0,2.95,-1.91,-0.46,5.05
2024-08-05,301372,23.4,22.83,23.79,22.81,9035,21027128.0,4.15,-3.22,-0.76,5.27
2024-08-06,301372,23.11,23.28,23.29,22.95,6224,14391156.0,1.49,1.97,0.45,3.63
2024-08-07,301372,23.23,22.99,23.41,22.99,4990,11561369.0,1.8,-1.25,-0.29,2.91
2024-08-08,301372,23.02,22.49,23.16,22.24,7349,16585482.0,4.0,-2.17,-0.5,4.29
2024-08-09,301372,22.65,22.1,22.83,22.05,7018,15768928.0,3.47,-1.73,-0.39,4.09
2024-08-12,301372,23.04,22.21,23.66,22.18,17762,40794048.0,6.7,0.5,0.11,4.34
2024-08-13,301372,22.02,21.72,22.35,21.19,18354,39680098.0,5.22,-2.21,-0.49,4.49
2024-08-14,301372,21.72,22.34,23.88,21.72,25273,57329728.0,9.94,2.85,0.62,6.18
2024-08-15,301372,21.51,22.21,22.76,21.51,20565,45765793.0,5.6,-0.58,-0.13,5.03
2024-08-16,301372,22.31,21.64,22.31,21.48,15739,34176114.0,3.74,-2.57,-0.57,3.85
2024-08-19,301372,21.52,21.1,21.7,21.05,10396,22168893.0,3.0,-2.5,-0.54,2.54
2024-08-20,301372,21.16,20.52,21.27,20.5,10003,20762439.0,3.65,-2.75,-0.58,2.45
2024-08-21,301372,20.62,20.18,20.62,20.11,7348,14925965.0,2.49,-1.66,-0.34,1.8
2024-08-22,301372,20.35,19.41,20.35,19.15,16244,31929687.0,5.95,-3.82,-0.77,3.97
