日期,开盘,最高,最低,收盘,成交量,成交额,股票代码
2024-08-19,11.3,11.38,10.89,10.9,38950.0,42957692.0,301321
2024-08-20,10.91,11.42,10.76,10.94,36557.0,40623264.0,301321
2024-08-21,10.84,11.68,10.84,11.47,77344.0,88261240.0,301321
2024-08-22,11.4,11.6,11.01,11.14,43290.0,48744692.0,301321
2024-08-23,11.1,11.8,10.89,11.67,59011.0,67548872.0,301321
2024-08-26,11.59,11.96,11.46,11.86,58162.0,68201176.0,301321
2024-08-27,11.78,12.12,11.6,11.65,49720.0,58855588.0,301321
2024-08-28,11.65,11.85,11.53,11.61,32096.0,37522632.0,301321
2024-08-29,11.61,12.33,11.44,11.99,59795.0,71789896.0,301321
2024-08-30,12.05,12.7,11.86,12.37,78644.0,97823040.0,301321
2024-09-02,12.2,13.04,12.06,12.5,54317.0,68125320.0,301321
2024-09-03,12.27,13.11,12.22,13.08,65337.0,83031072.0,301321
2024-09-04,12.84,13.06,12.24,12.43,77226.0,96887248.0,301321
2024-09-05,12.32,12.62,12.13,12.28,55078.0,67680928.0,301321
2024-09-06,12.28,12.36,11.88,12.03,38100.0,45991468.0,301321
2024-09-09,12.16,12.47,11.89,12.43,38420.0,46829280.0,301321
2024-09-10,12.44,12.79,12.3,12.58,39914.0,50271236.0,301321
2024-09-11,12.58,12.98,12.4,12.7,31922.0,40639132.0,301321
2024-09-12,12.77,13.2,12.7,13.11,43498.0,56403884.0,301321
2024-09-13,13.09,13.3,12.65,13.17,58013.0,75384976.0,301321
2024-09-18,12.76,12.88,12.01,12.2,61193.0,75265336.0,301321
2024-09-19,12.35,13.13,12.12,12.81,49438.0,62388724.0,301321
2024-09-20,12.79,12.92,12.63,12.8,22083.0,28191042.0,301321
2024-09-23,12.8,12.99,12.49,12.79,25300.0,32169986.0,301321
2024-09-24,12.7,13.58,12.5,13.34,53158.0,69445632.0,301321
2024-09-25,13.49,14.3,13.25,13.76,52596.0,72402024.0,301321
2024-09-26,13.78,14.44,13.78,14.33,46137.0,65410900.0,301321
2024-09-27,14.44,15.08,14.12,14.68,57552.0,83796048.0,301321
2024-09-30,15.02,17.62,15.02,17.62,151525.0,250807296.0,301321
2024-10-08,19.7,21.11,16.9,20.47,270534.0,519709792.0,301321
2024-10-09,18.84,18.84,16.38,16.5,127013.0,227869024.0,301321
2024-10-10,16.51,18.3,16.32,17.33,93731.0,162931360.0,301321
2024-10-11,17.22,17.47,15.45,15.79,82803.0,134938768.0,301321
2024-10-14,15.85,17.12,15.71,17.04,71728.0,118229784.0,301321
2024-10-15,16.87,17.5,16.36,16.54,70169.0,118228736.0,301321
2024-10-16,16.09,16.53,15.9,16.08,52059.0,84054960.0,301321
2024-10-17,16.15,17.1,16.15,16.66,55843.0,93241304.0,301321
2024-10-18,16.82,17.7,16.7,17.18,71929.0,123439360.0,301321
2024-10-21,17.15,17.95,17.13,17.4,78634.0,137485696.0,301321
2024-10-22,17.25,17.88,17.03,17.65,67615.0,117901024.0,301321
2024-10-23,17.46,17.57,16.89,17.03,64190.0,110233704.0,301321
2024-10-24,16.88,17.38,16.66,17.08,43023.0,73453352.0,301321
2024-10-25,17.4,18.58,17.1,18.02,91824.0,164756208.0,301321
2024-10-28,18.21,19.68,18.18,19.58,115810.0,222845584.0,301321
2024-10-29,19.78,20.3,18.6,18.61,130683.0,250689792.0,301321
2024-10-30,18.6,19.99,18.6,19.31,97586.0,188446176.0,301321
2024-10-31,19.46,22.88,19.27,22.72,210246.0,454175200.0,301321
2024-11-01,22.0,22.3,20.08,20.92,158947.0,331493696.0,301321
2024-11-04,19.95,19.96,19.07,19.63,80804.0,157866928.0,301321
2024-11-05,19.63,20.92,19.19,20.41,85977.0,172864320.0,301321
2024-11-06,20.6,21.66,20.04,21.35,91327.0,190473552.0,301321
2024-11-07,21.14,21.19,18.36,18.81,178995.0,352965120.0,301321
2024-11-08,18.73,19.0,17.83,18.85,142316.0,261745408.0,301321
2024-11-11,18.67,22.62,18.47,21.24,279805.0,589152512.0,301321
2024-11-12,20.08,21.0,19.19,19.4,216597.0,433209824.0,301321
2024-11-13,19.21,19.69,18.78,19.4,99251.0,190324272.0,301321
2024-11-14,19.4,19.4,18.4,18.45,64904.0,122202160.0,301321
2024-11-15,18.56,18.58,17.16,17.2,86418.0,153906848.0,301321
2024-11-18,17.3,17.56,15.89,16.08,71686.0,116536776.0,301321
2024-11-19,16.08,17.16,16.03,17.09,68413.0,113457752.0,301321
2024-11-20,16.92,17.35,16.7,17.25,49811.0,85073712.0,301321
2024-11-21,17.17,17.77,17.0,17.55,54439.0,94748168.0,301321
2024-11-22,17.55,18.01,16.5,16.52,57155.0,98965000.0,301321
2024-11-25,16.52,16.79,16.1,16.62,37815.0,61861520.0,301321
2024-11-26,16.5,16.9,16.15,16.25,29168.0,48104468.0,301321
2024-11-27,16.05,16.28,15.36,16.26,39258.0,61995152.0,301321
2024-11-28,16.31,16.58,16.09,16.14,31608.0,51637416.0,301321
2024-11-29,16.14,16.56,15.9,16.35,32488.0,52882708.0,301321
2024-12-02,16.35,16.92,16.27,16.87,36378.0,60804912.0,301321
2024-12-03,16.91,16.98,16.56,16.87,31414.0,52730912.0,301321
2024-12-04,16.9,16.93,16.32,16.43,27018.0,44914548.0,301321
2024-12-05,16.39,16.74,16.2,16.69,24055.0,39891428.0,301321
2024-12-06,16.63,17.09,16.3,17.05,38111.0,64053296.0,301321
2024-12-09,16.88,17.1,16.55,16.69,26943.0,45220716.0,301321
2024-12-10,17.2,17.35,16.91,16.95,38366.0,65701180.0,301321
2024-12-11,16.91,17.36,16.84,17.32,29639.0,50968752.0,301321
2024-12-12,17.39,17.4,16.94,17.17,26743.0,45895512.0,301321
2024-12-13,17.3,17.31,16.9,17.01,34230.0,58391296.0,301321
2024-12-16,16.9,17.17,16.68,16.79,26801.0,45303568.0,301321
2024-12-17,16.79,16.85,15.72,15.76,40975.0,66168232.0,301321
2024-12-18,16.04,16.2,15.22,16.05,27636.0,43794924.0,301321
2024-12-19,16.01,16.25,15.8,16.12,24316.0,39088008.0,301321
2024-12-20,16.12,16.92,16.0,16.74,32201.0,53510968.0,301321
2024-12-23,16.77,16.88,15.75,15.78,29040.0,46916892.0,301321
2024-12-24,15.93,16.23,15.36,15.65,24795.0,38856620.0,301321
2024-12-25,15.65,15.69,14.65,14.86,38714.0,57730804.0,301321
2024-12-26,14.89,15.38,14.53,15.18,26107.0,39663676.0,301321
2024-12-27,15.35,15.64,15.07,15.31,23303.0,35930504.0,301321
2024-12-30,15.16,15.55,14.76,15.02,22033.0,33236168.0,301321
2024-12-31,15.02,15.2,14.4,14.4,26941.0,39561244.0,301321
2025-01-02,14.45,14.99,14.0,14.23,29730.0,43211580.0,301321
2025-01-03,14.31,14.58,13.32,13.42,38159.0,52701836.0,301321
2025-01-06,13.29,13.42,12.63,13.07,28748.0,37581176.0,301321
2025-01-07,13.09,13.61,13.07,13.59,22090.0,29511700.0,301321
2025-01-08,13.52,13.7,12.9,13.41,24469.0,32618368.0,301321
2025-01-09,13.31,13.73,13.31,13.54,20960.0,28473514.0,301321
2025-01-10,13.53,13.77,12.91,12.93,25264.0,33758860.0,301321
2025-01-13,12.88,13.07,12.29,12.99,25973.0,33168338.0,301321
2025-01-14,13.3,13.84,13.09,13.84,31248.0,42503316.0,301321
2025-01-15,13.8,14.0,13.61,13.66,20526.0,28242706.0,301321
2025-01-16,13.73,13.96,13.5,13.59,19467.0,26661828.0,301321
2025-01-17,13.53,13.79,13.35,13.47,13654.0,18434654.0,301321
2025-01-20,13.66,14.1,13.48,13.98,32334.0,44886068.0,301321
2025-01-21,13.97,14.21,13.73,14.02,24553.0,34244872.0,301321
2025-01-22,14.22,14.22,13.63,13.7,20679.0,28492652.0,301321
2025-01-23,13.85,14.15,13.62,13.62,22764.0,31703442.0,301321
2025-01-24,13.73,14.03,13.62,14.0,24505.0,33929860.0,301321
2025-01-27,14.07,14.58,13.92,14.01,31077.0,44059920.0,301321
2025-02-05,14.03,14.8,14.01,14.74,30085.0,43662060.0,301321
2025-02-06,14.73,14.84,14.6,14.82,26546.0,39171132.0,301321
2025-02-07,14.84,15.27,14.84,15.12,34067.0,51444092.0,301321
2025-02-10,15.16,15.28,14.87,15.18,24066.0,36327912.0,301321
2025-02-11,15.1,15.6,15.0,15.6,34960.0,53572948.0,301321
2025-02-12,15.59,16.53,15.4,16.28,64142.0,102414088.0,301321
2025-02-13,16.26,16.28,15.57,15.59,41845.0,66502620.0,301321
2025-02-14,15.58,15.88,15.27,15.56,33279.0,51804728.0,301321
2025-02-17,15.61,16.16,15.55,16.03,37966.0,60435344.0,301321
2025-02-18,16.0,16.0,15.05,15.18,32041.0,49893120.0,301321
2025-02-19,15.22,15.91,15.2,15.85,37908.0,59433700.0,301321
2025-02-20,15.91,16.57,15.86,16.3,41718.0,67902136.0,301321
2025-02-21,16.36,16.45,15.89,16.09,31527.0,50635912.0,301321
2025-02-24,16.12,16.39,15.86,16.14,29368.0,47121532.0,301321
2025-02-25,16.14,16.23,15.88,16.19,25155.0,40553540.0,301321
2025-02-26,16.3,16.9,16.3,16.44,42471.0,70315232.0,301321
2025-02-27,16.41,16.55,15.89,16.3,29406.0,47562524.0,301321
2025-02-28,16.2,16.46,15.6,15.67,31326.0,50118048.0,301321
2025-03-03,15.68,16.28,15.68,16.02,34908.0,56000156.0,301321
2025-03-04,16.02,16.5,15.94,16.44,41445.0,67096256.0,301321
2025-03-05,16.27,16.93,16.16,16.6,49882.0,82433056.0,301321
2025-03-06,16.6,16.95,16.21,16.23,56813.0,93050728.0,301321
2025-03-07,16.25,16.4,15.86,15.97,33669.0,53822880.0,301321
2025-03-10,15.81,16.18,15.74,16.0,28283.0,45101172.0,301321
2025-03-11,15.71,15.97,15.48,15.84,24685.0,38828672.0,301321
2025-03-12,15.94,16.43,15.93,16.03,33726.0,54448380.0,301321
2025-03-13,15.92,16.05,15.52,15.7,26621.0,41796968.0,301321
2025-03-14,15.6,15.93,15.45,15.88,22823.0,35931708.0,301321
2025-03-17,16.17,16.72,16.03,16.2,40190.0,65436044.0,301321
2025-03-18,16.28,16.42,16.08,16.26,23949.0,38904360.0,301321
2025-03-19,16.18,16.26,15.8,15.9,22529.0,36025300.0,301321
2025-03-20,15.97,16.23,15.8,15.92,18024.0,28871148.0,301321
2025-03-21,15.92,15.92,14.99,15.08,33359.0,51245008.0,301321
2025-03-24,15.13,15.31,14.09,14.43,36170.0,52778292.0,301321
2025-03-25,14.51,14.6,14.17,14.33,19497.0,28067776.0,301321
2025-03-26,14.27,14.83,14.24,14.62,19708.0,28807534.0,301321
2025-03-27,14.61,14.75,14.24,14.55,19409.0,28202156.0,301321
2025-03-28,15.34,17.46,14.82,16.99,208019.0,355403584.0,301321
2025-03-31,15.75,16.42,15.33,16.13,203772.0,323939072.0,301321
2025-04-01,16.21,16.43,15.67,15.93,127236.0,202273056.0,301321
2025-04-02,15.78,16.2,15.24,15.38,101815.0,157905392.0,301321
2025-04-03,15.0,15.27,14.39,14.48,87642.0,129436216.0,301321
2025-04-07,12.24,13.28,11.58,11.58,77917.0,94324608.0,301321
2025-04-08,11.75,12.13,11.16,11.58,65803.0,76486904.0,301321
2025-04-09,11.12,11.78,10.08,11.71,66486.0,73094360.0,301321
2025-04-10,12.24,12.43,11.94,12.1,66644.0,81293200.0,301321
2025-04-11,11.81,12.31,11.81,12.08,42143.0,51238760.0,301321
2025-04-14,12.41,12.93,12.41,12.61,50734.0,64216484.0,301321
2025-04-15,12.77,12.88,12.56,12.74,42109.0,53555232.0,301321
2025-04-16,12.8,12.8,12.13,12.38,39578.0,49175664.0,301321
2025-04-17,12.22,12.63,12.22,12.46,24131.0,30177634.0,301321
2025-04-18,12.46,12.59,12.22,12.48,22058.0,27327680.0,301321
2025-04-21,12.5,12.77,12.33,12.74,28319.0,35857764.0,301321
2025-04-22,12.71,12.81,12.66,12.71,20944.0,26672968.0,301321
2025-04-23,12.72,13.06,12.72,13.01,31972.0,41284284.0,301321
2025-04-24,12.96,13.0,12.58,12.9,31284.0,40124348.0,301321
2025-04-25,12.88,13.48,12.83,13.28,45982.0,60931980.0,301321
2025-04-28,13.4,13.65,13.14,13.47,36170.0,48523344.0,301321
2025-04-29,13.42,13.63,13.34,13.44,30190.0,40761940.0,301321
2025-04-30,13.49,14.13,13.46,14.01,35189.0,48775592.0,301321
2025-05-06,14.39,15.49,14.08,15.08,87323.0,129813864.0,301321
2025-05-07,15.25,15.48,14.89,15.35,73280.0,111093992.0,301321
2025-05-08,15.25,15.62,15.02,15.36,44348.0,68504560.0,301321
2025-05-09,15.37,15.8,15.07,15.12,64651.0,99718856.0,301321
2025-05-12,15.39,15.5,15.13,15.27,40788.0,62284460.0,301321
2025-05-13,15.53,15.78,15.06,15.09,51461.0,79041216.0,301321
2025-05-14,15.07,15.36,14.92,15.04,35867.0,54068936.0,301321
2025-05-15,15.02,15.42,14.81,15.25,42917.0,65014500.0,301321
2025-05-16,15.11,15.75,15.1,15.36,38767.0,59820948.0,301321
2025-05-19,15.41,15.43,15.15,15.2,28480.0,43487544.0,301321
2025-05-20,15.31,15.31,15.02,15.24,27201.0,41277260.0,301321
2025-05-21,15.24,15.24,14.76,15.0,29913.0,44753368.0,301321
2025-05-22,14.96,15.11,14.77,14.92,27731.0,41461044.0,301321
2025-05-23,14.89,15.07,14.74,14.74,24407.0,36384320.0,301321
2025-05-26,14.97,15.08,14.74,15.06,26489.0,39523884.0,301321
2025-05-27,15.32,15.32,14.5,15.02,28380.0,42273240.0,301321
2025-05-28,15.03,15.29,14.92,15.04,17764.0,26756042.0,301321
2025-05-29,15.08,15.12,14.79,14.84,26926.0,40188832.0,301321
2025-05-30,14.82,14.82,14.45,14.55,23349.0,33985956.0,301321
2025-06-03,14.49,14.68,14.38,14.55,18967.0,27608608.0,301321
2025-06-04,14.6,14.85,14.42,14.65,22995.0,33819232.0,301321
2025-06-05,14.67,14.74,14.55,14.66,16768.0,24533168.0,301321
2025-06-06,14.66,14.83,14.57,14.77,17682.0,25968566.0,301321
2025-06-09,14.8,14.98,14.77,14.85,18151.0,26991736.0,301321
2025-06-10,14.92,14.94,14.37,14.45,22055.0,32205876.0,301321
2025-06-11,14.45,14.83,14.45,14.65,17767.0,26107448.0,301321
2025-06-12,14.66,14.75,14.46,14.62,14527.0,21175972.0,301321
2025-06-13,14.62,14.62,14.15,14.27,23437.0,33515874.0,301321
2025-06-16,14.28,14.48,11.8,14.33,24885.0,35663348.0,301321
2025-06-17,14.35,14.55,14.17,14.46,25857.0,37028596.0,301321
2025-06-18,14.36,14.57,14.16,14.54,25334.0,36478424.0,301321
