日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-11-11,300007.SZ,50.63,50.46,51.08,49.79,142341,718670912.0,2.56,0.08,0.04,0.0
2025-11-12,300007.SZ,50.0,49.1,50.82,48.71,139202,688392896.0,4.18,-2.7,-1.36,0.0
2025-11-13,300007.SZ,49.13,49.85,50.17,48.69,108462,537138240.0,3.01,1.53,0.75,0.0
2025-11-14,300007.SZ,49.04,48.3,49.28,48.21,97710,476371488.0,2.15,-3.11,-1.55,0.0
2025-11-17,300007.SZ,48.12,48.4,49.21,48.02,91024,442329088.0,2.46,0.21,0.1,0.0
2025-11-18,300007.SZ,48.05,48.09,48.78,47.58,91910,442792672.0,2.48,-0.64,-0.31,0.0
2025-11-19,300007.SZ,48.01,47.35,48.37,47.02,108430,515915360.0,2.81,-1.54,-0.74,0.0
2025-11-20,300007.SZ,47.78,46.63,47.97,46.58,86278,405450272.0,2.94,-1.52,-0.72,0.0
2025-11-21,300007.SZ,46.0,46.7,47.79,45.51,210971,986370496.0,4.89,0.15,0.07,0.0
2025-11-24,300007.SZ,46.43,47.18,47.52,45.87,121194,567394816.0,3.53,1.03,0.48,0.0
2025-11-25,300007.SZ,47.46,47.77,48.65,47.46,139077,668951424.0,2.52,1.25,0.59,0.0
2025-11-26,300007.SZ,47.3,48.41,49.36,46.9,179580,871813440.0,5.15,1.34,0.64,0.0
2025-11-27,300007.SZ,48.5,48.28,49.44,48.1,143562,698984000.0,2.77,-0.27,-0.13,0.0
