日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-11-11,300003.SZ,16.95,16.87,16.96,16.77,159545,268704384.0,1.12,-0.76,-0.13,0.0
2025-11-12,300003.SZ,16.88,16.78,17.08,16.72,169534,286251424.0,2.13,-0.53,-0.09,0.0
2025-11-13,300003.SZ,16.82,16.85,16.89,16.7,156800,263293376.0,1.13,0.42,0.07,0.0
2025-11-14,300003.SZ,16.78,16.78,16.9,16.71,162647,273257216.0,1.13,-0.42,-0.07,0.0
2025-11-17,300003.SZ,16.77,16.32,16.8,16.25,275977,452104256.0,3.28,-2.74,-0.46,0.0
2025-11-18,300003.SZ,16.32,16.32,16.44,16.21,148171,241835232.0,1.41,0.0,0.0,0.0
2025-11-19,300003.SZ,16.28,16.11,16.37,16.0,166905,269361856.0,2.27,-1.29,-0.21,0.0
2025-11-20,300003.SZ,16.2,16.05,16.29,16.02,114681,185242096.0,1.68,-0.37,-0.06,0.0
2025-11-21,300003.SZ,15.95,15.51,16.16,15.47,219632,344731168.0,4.3,-3.36,-0.54,0.0
2025-11-24,300003.SZ,15.66,15.73,15.84,15.61,133304,209755776.0,1.48,1.42,0.22,0.0
2025-11-25,300003.SZ,15.79,15.8,15.99,15.71,133841,212534848.0,1.78,0.45,0.07,0.0
2025-11-26,300003.SZ,15.71,15.85,16.14,15.71,141636,225659424.0,2.72,0.32,0.05,0.0
2025-11-27,300003.SZ,15.83,15.87,16.07,15.76,155671,248233728.0,1.96,0.13,0.02,0.0
