日期,开盘,最高,最低,收盘,成交量,成交额,股票代码
2024-08-19,5.27,5.42,5.09,5.09,612348.0,316500512.0,300328
2024-08-20,5.08,6.11,5.05,6.11,1183817.0,711155648.0,300328
2024-08-21,6.0,6.2,5.54,5.63,1141078.0,658564224.0,300328
2024-08-22,5.6,5.84,5.41,5.71,694018.0,391714272.0,300328
2024-08-23,5.68,6.51,5.42,6.18,1081964.0,649401728.0,300328
2024-08-26,6.16,6.79,6.0,6.3,1137288.0,731876800.0,300328
2024-08-27,6.06,6.15,5.73,5.75,874115.0,515625472.0,300328
2024-08-28,5.88,6.9,5.86,6.55,1425266.0,941601920.0,300328
2024-08-29,6.23,6.72,6.03,6.42,1308694.0,839776640.0,300328
2024-08-30,6.55,6.82,6.41,6.49,1152650.0,760371648.0,300328
2024-09-02,6.67,7.08,6.53,6.69,1230790.0,830698048.0,300328
2024-09-03,6.36,6.73,6.21,6.73,807791.0,524348000.0,300328
2024-09-04,6.58,6.63,5.87,6.2,764381.0,479434144.0,300328
2024-09-05,6.14,6.18,5.91,6.07,559718.0,335946976.0,300328
2024-09-06,6.0,6.0,5.49,5.52,622290.0,353611360.0,300328
2024-09-09,5.81,6.18,5.65,5.71,654469.0,385839584.0,300328
2024-09-10,5.66,5.71,5.3,5.59,488315.0,267707744.0,300328
2024-09-11,6.02,6.4,5.8,5.83,784795.0,475072864.0,300328
2024-09-12,5.74,6.65,5.7,6.22,924976.0,570477824.0,300328
2024-09-13,6.07,6.4,5.9,5.92,715593.0,441506368.0,300328
2024-09-18,5.78,5.88,5.39,5.45,546954.0,304137440.0,300328
2024-09-19,5.45,5.63,5.24,5.49,446943.0,243240368.0,300328
2024-09-20,5.48,5.96,5.38,5.76,577056.0,328611616.0,300328
2024-09-23,5.64,5.69,5.48,5.49,466859.0,260016800.0,300328
2024-09-24,5.45,5.63,5.3,5.59,484532.0,265531232.0,300328
2024-09-25,5.58,5.77,5.56,5.56,507918.0,287171424.0,300328
2024-09-26,5.6,5.7,5.48,5.7,403485.0,226406656.0,300328
2024-09-27,5.77,6.3,5.75,6.14,659373.0,396170528.0,300328
2024-09-30,6.48,7.35,6.42,7.32,942302.0,647921536.0,300328
2024-10-08,8.78,8.78,7.77,8.76,1098446.0,921857152.0,300328
2024-10-09,8.27,8.61,7.73,7.76,812955.0,665482048.0,300328
2024-10-10,7.95,8.17,7.54,7.77,534478.0,420848832.0,300328
2024-10-11,7.73,7.77,6.98,7.08,486831.0,353807008.0,300328
2024-10-14,7.18,7.71,6.89,7.7,490725.0,359598080.0,300328
2024-10-15,7.63,7.78,7.33,7.34,416079.0,314017344.0,300328
2024-10-16,7.15,7.7,7.11,7.53,512963.0,378467360.0,300328
2024-10-17,7.55,7.69,7.37,7.39,435205.0,328488096.0,300328
2024-10-18,7.33,7.84,7.28,7.63,466371.0,352321024.0,300328
2024-10-21,7.7,8.6,7.65,8.5,773581.0,635673536.0,300328
2024-10-22,8.39,8.45,8.01,8.16,528293.0,434416768.0,300328
2024-10-23,8.1,8.38,8.03,8.07,401791.0,328515616.0,300328
2024-10-24,7.93,8.09,7.84,8.01,231390.0,184222528.0,300328
2024-10-25,8.1,8.11,7.94,8.04,261869.0,209955680.0,300328
2024-10-28,7.92,7.93,7.58,7.84,395792.0,306806496.0,300328
2024-10-29,7.82,8.37,7.6,8.05,643051.0,513677312.0,300328
2024-10-30,7.9,8.6,7.69,8.35,683275.0,560452736.0,300328
2024-10-31,8.37,8.92,8.06,8.67,771739.0,659551808.0,300328
2024-11-01,8.65,10.38,8.42,9.39,1272169.0,1223545344.0,300328
2024-11-04,9.58,10.29,8.99,9.88,1097321.0,1051978624.0,300328
2024-11-05,9.63,10.28,9.5,10.03,1008639.0,995814528.0,300328
2024-11-06,9.87,9.95,9.23,9.44,804108.0,778462656.0,300328
2024-11-07,9.5,9.73,9.29,9.33,470774.0,444198240.0,300328
2024-11-08,9.35,9.59,9.09,9.12,518142.0,483805920.0,300328
2024-11-11,9.01,9.47,8.94,9.44,404728.0,377398272.0,300328
2024-11-12,9.4,9.56,9.13,9.24,353802.0,329465088.0,300328
