日期,开盘,最高,最低,收盘,成交量,成交额,股票代码
2024-02-21,29.37,30.8,29.22,30.16,10863.0,32856346.0,301210
2024-02-22,30.0,30.68,29.92,30.55,8552.0,25933584.0,301210
2024-02-23,30.5,31.57,30.32,31.51,11420.0,35345412.0,301210
2024-02-26,31.41,33.17,31.28,32.39,11679.0,37665988.0,301210
2024-02-27,32.11,34.17,32.11,34.16,13022.0,43554588.0,301210
2024-02-28,34.0,34.73,31.0,31.0,17152.0,57085240.0,301210
2024-02-29,30.5,33.6,30.3,32.88,11655.0,37465632.0,301210
2024-03-01,32.95,34.05,32.68,33.3,10433.0,34786576.0,301210
2024-03-04,33.25,33.75,32.48,33.16,7673.0,25325526.0,301210
2024-03-05,32.88,32.97,31.89,32.21,6325.0,20460470.0,301210
2024-03-06,32.34,33.6,31.9,33.1,8560.0,28117830.0,301210
2024-03-07,33.4,34.38,33.11,33.52,9489.0,31930062.0,301210
2024-03-08,33.48,33.48,32.66,33.2,5719.0,18879494.0,301210
2024-03-11,33.2,36.1,33.2,35.6,15711.0,54863820.0,301210
2024-03-12,35.9,37.8,35.0,36.42,16876.0,61023264.0,301210
2024-03-13,35.98,36.3,35.16,35.77,13493.0,47995608.0,301210
2024-03-14,35.78,35.78,34.16,34.87,8656.0,30261684.0,301210
2024-03-15,34.53,35.15,34.3,35.1,5200.0,18133226.0,301210
2024-03-18,35.73,35.85,35.07,35.54,9306.0,33005328.0,301210
2024-03-19,35.53,36.5,35.3,35.54,9127.0,32767754.0,301210
2024-03-20,35.63,36.23,35.0,36.23,7197.0,25860252.0,301210
2024-03-21,36.44,36.44,35.25,35.73,6852.0,24484834.0,301210
2024-03-22,35.88,36.13,34.9,35.24,5684.0,20063258.0,301210
2024-03-25,35.27,38.33,34.5,37.22,19830.0,72852304.0,301210
2024-03-26,36.7,41.44,36.51,39.93,29810.0,117934576.0,301210
2024-03-27,38.6,39.6,36.0,36.42,19536.0,72684912.0,301210
2024-03-28,35.59,37.48,35.31,36.66,17202.0,62750300.0,301210
2024-03-29,38.06,40.48,37.6,38.19,25617.0,99343864.0,301210
2024-04-01,38.03,39.31,37.18,38.28,23995.0,91717752.0,301210
2024-04-02,37.84,39.5,37.31,38.74,23858.0,91413784.0,301210
