日期,开盘,最高,最低,收盘,成交量,成交额,股票代码
2024-02-19,59.2,59.7,57.73,59.54,47321.0,278918016.0,300454
2024-02-20,59.3,60.16,58.02,59.71,32015.0,188910272.0,300454
2024-02-21,59.0,61.65,58.62,60.0,28492.0,171595072.0,300454
2024-02-22,60.2,62.26,60.2,61.38,27848.0,170503456.0,300454
2024-02-23,62.5,62.5,60.63,61.71,25892.0,158611440.0,300454
2024-02-26,60.99,61.9,60.66,61.23,29742.0,182045440.0,300454
2024-02-27,61.23,64.03,60.67,64.03,41299.0,258148944.0,300454
2024-02-28,64.71,66.95,60.31,60.78,65768.0,421987520.0,300454
2024-02-29,59.89,63.68,59.76,63.4,44148.0,276173280.0,300454
2024-03-01,63.41,65.59,63.0,65.45,43962.0,284593376.0,300454
2024-03-04,65.55,66.35,63.56,64.19,39028.0,251302160.0,300454
2024-03-05,63.61,64.18,62.17,62.98,34367.0,217683344.0,300454
2024-03-06,62.8,63.58,61.7,61.79,37413.0,233356416.0,300454
2024-03-07,62.26,62.37,59.83,59.84,35405.0,215593408.0,300454
2024-03-08,60.09,60.88,58.69,59.7,38776.0,230501712.0,300454
2024-03-11,59.4,63.19,58.2,63.18,53578.0,326144896.0,300454
2024-03-12,63.18,64.13,62.21,63.15,43699.0,274845760.0,300454
2024-03-13,63.4,74.78,63.4,69.98,151936.0,1039532352.0,300454
2024-03-14,68.5,69.0,65.78,68.81,149144.0,1001338816.0,300454
2024-03-15,68.1,69.42,66.7,68.35,88645.0,599970944.0,300454
2024-03-18,68.5,68.61,65.93,68.22,90475.0,609151232.0,300454
2024-03-19,68.2,74.5,67.7,72.42,154701.0,1100939136.0,300454
2024-03-20,75.0,78.88,72.8,78.48,201345.0,1534927488.0,300454
2024-03-21,83.0,85.29,76.5,76.5,258743.0,2106477696.0,300454
2024-03-22,76.91,82.0,75.08,78.8,200924.0,1581440256.0,300454
2024-03-25,78.99,79.0,70.0,70.3,185954.0,1362551040.0,300454
2024-03-26,68.9,70.41,65.0,65.9,182848.0,1222985088.0,300454
2024-03-27,65.6,65.92,61.11,61.22,126148.0,799111424.0,300454
2024-03-28,61.25,64.11,61.25,63.07,102309.0,642878592.0,300454
2024-03-29,62.17,62.7,60.88,62.0,68587.0,423172256.0,300454
2024-04-01,62.29,63.46,62.2,63.23,70542.0,443598688.0,300454
2024-04-02,63.2,63.2,59.88,60.26,96752.0,589324608.0,300454
2024-04-03,60.1,60.21,57.97,57.97,74980.0,439573760.0,300454
2024-04-08,57.7,58.0,56.24,57.26,59945.0,343594880.0,300454
2024-04-09,58.0,59.7,57.36,59.2,67245.0,394189088.0,300454
2024-04-10,58.88,60.55,56.99,57.17,67591.0,396629856.0,300454
2024-04-11,56.8,58.6,56.5,57.95,54429.0,315320736.0,300454
2024-04-12,57.99,59.38,57.62,57.62,49229.0,287973344.0,300454
2024-04-15,57.52,58.2,54.88,55.93,71098.0,399690688.0,300454
2024-04-16,55.45,56.06,53.53,53.59,66230.0,360337600.0,300454
2024-04-17,54.28,56.29,54.28,55.71,55813.0,309583456.0,300454
2024-04-18,55.5,56.17,54.09,54.7,51152.0,281794848.0,300454
