日期,开盘,最高,最低,收盘,成交量,成交额,股票代码
2024-09-26,3.77,3.81,3.61,3.75,873874.0,323544256.0,300080
2024-09-27,3.76,4.13,3.72,3.92,844448.0,328345600.0,300080
2024-09-30,3.93,4.65,3.93,4.57,941124.0,399264224.0,300080
2024-10-08,5.34,5.34,4.58,5.28,879717.0,442774080.0,300080
2024-10-09,4.85,4.89,4.22,4.22,644070.0,294298912.0,300080
2024-10-10,4.22,4.37,4.05,4.13,388654.0,163213968.0,300080
2024-10-11,4.14,4.18,3.78,3.87,335563.0,131846808.0,300080
2024-10-14,3.87,4.04,3.86,4.01,277639.0,110005272.0,300080
2024-10-15,3.99,4.11,3.87,3.89,298843.0,119516176.0,300080
2024-10-16,3.83,3.96,3.79,3.87,204751.0,79237664.0,300080
2024-10-17,3.9,3.99,3.77,3.79,204375.0,78672776.0,300080
2024-10-18,3.78,4.05,3.71,3.92,302827.0,117130152.0,300080
2024-10-21,4.05,4.42,3.94,4.22,521247.0,220309056.0,300080
2024-10-22,4.17,4.42,4.12,4.3,430373.0,182025184.0,300080
2024-10-23,4.25,4.98,4.19,4.69,756235.0,342076416.0,300080
2024-10-24,4.55,4.58,4.34,4.42,459402.0,203801392.0,300080
2024-10-25,4.33,4.78,4.32,4.71,691578.0,321172032.0,300080
2024-10-28,4.98,5.28,4.88,5.23,987010.0,504936544.0,300080
2024-10-29,5.29,5.65,4.91,4.94,886490.0,459125440.0,300080
2024-10-30,4.81,5.0,4.76,4.8,538064.0,261470384.0,300080
2024-10-31,5.0,5.76,5.0,5.76,786168.0,435925248.0,300080
2024-11-01,6.87,6.87,5.74,5.76,1999847.0,1244085888.0,300080
2024-11-04,5.64,5.87,5.3,5.46,966219.0,531399680.0,300080
2024-11-05,5.44,5.66,5.35,5.55,825638.0,457844096.0,300080
2024-11-06,5.5,5.7,5.26,5.36,865789.0,471209760.0,300080
2024-11-07,5.21,5.35,5.1,5.35,555187.0,291362336.0,300080
2024-11-08,5.45,5.51,5.25,5.29,523743.0,281678560.0,300080
2024-11-11,5.25,5.36,5.19,5.35,395700.0,208980032.0,300080
2024-11-12,5.37,5.47,5.14,5.2,397726.0,210488416.0,300080
2024-11-13,5.15,5.29,5.1,5.29,291854.0,151726288.0,300080
2024-11-14,5.31,5.31,5.08,5.11,261211.0,135735200.0,300080
2024-11-15,5.09,5.16,4.86,4.86,299514.0,150491584.0,300080
2024-11-18,4.87,5.02,4.78,4.82,299108.0,146975040.0,300080
2024-11-19,4.8,4.9,4.66,4.89,316038.0,151029584.0,300080
